hhid14_9,edu_level,pidlink
177090000,2,177090006
177090000,3,177090006
177093100,1,177093106
177093100,2,177093106
177093100,3,177093106
177104100,4,177100002
177104100,,177100002
177104100,,177100002
177104100,,177100002
177100000,1,177100005
177100000,2,177100005
177100000,3,177100005
177104100,1,177104104
177104100,2,177104104
177104100,3,177104104
177104100,4,177104104
177124100,2,177120003
177124100,,177120003
177120000,1,177120006
177120000,2,177120006
177120000,3,177120006
177130007,1,177130007
177134100,1,177134104
177130005,1,177135102
177130005,2,177135102
177130005,3,177135102
177140002,1,177140002
177140000,1,177140007
177140002,1,177145101
177140002,2,177145101
177140003,1,177145202
177150003,1,177150003
177150003,2,177150003
177150003,3,177150003
177150000,1,177150009
177150000,2,177150009
177150003,1,177155102
177150003,2,177155102
177180005,3,177180005
177180005,,177180005
177180005,,177180005
177180005,1,177185101
177180005,2,177185101
177210003,1,177215102
177210003,2,177215102
177230000,1,177230006
177230000,2,177230006
177240005,2,177240005
177240005,,177240005
177240000,1,177240006
177240000,2,177240006
177250002,1,177250002
177274200,1,177270004
177274200,2,177270004
177274200,3,177270004
177274200,4,177270004
177274200,1,177274204
177274200,2,177274204
177274200,3,177274204
177274200,4,177274204
177284100,1,177284101
177284100,2,177284101
177290006,1,177295201
177300003,1,177305102
177300003,2,177305102
177300003,3,177305102
177300004,1,177305202
177300005,1,177305302
178010004,3,178010004
178010004,,178010004
178010004,,178010004
178013203,1,178013203
178013203,2,178013203
178013203,3,178013203
178013203,1,178013204
178013203,2,178013204
178013203,3,178013204
178014100,1,178014106
178030007,3,178030007
178030007,,178030007
178030007,,178030007
178030000,1,178030011
178030000,1,178030012
178030000,2,178030012
178030000,3,178030012
178030000,1,178030014
178030000,2,178030014
178030000,3,178030014
178030000,1,178030015
178030000,2,178030015
178033203,1,178033203
178033203,2,178033203
178033200,1,178033204
178033200,2,178033204
178030005,1,178035101
178030005,2,178035101
178030007,1,178035202
178030007,2,178035202
178033203,1,178035401
178033203,2,178035401
178040004,1,178040004
178040006,1,178040006
178040004,1,178045101
178040004,2,178045101
178053100,1,178053107
178053100,2,178053107
178053100,3,178053107
178050003,1,178055102
178050003,2,178055102
178060000,1,178060004
178060000,2,178060004
178060000,3,178060004
178060000,1,178060006
178060000,2,178060006
178060000,3,178060006
178070000,1,178070005
178070000,2,178070005
178070000,1,178070007
178070000,2,178070007
178094100,1,178090004
178091100,1,178091103
178091100,2,178091103
178091100,3,178091103
178100000,1,178100011
178103100,1,178103103
178103100,2,178103103
178103100,3,178103103
178103100,4,178103103
178103100,1,178103104
178103100,2,178103104
178110000,1,178110006
178110000,2,178110006
178110000,3,178110006
178120000,1,178120004
178120000,1,178120005
178120000,1,178120012
178120000,2,178120012
178130000,1,178130005
178130000,2,178130005
178140000,1,178140005
178140000,2,178140005
178140000,3,178140005
178140006,1,178140006
178140006,2,178140006
178140006,3,178140006
178140006,4,178140006
178150000,1,178150006
178150000,2,178150006
178150000,1,178150010
178150000,2,178150010
178150008,1,178155102
178160000,1,178160004
178160000,2,178160004
178160000,3,178160004
178160000,1,178160005
178160000,2,178160005
178160000,3,178160005
178160000,1,178160007
178160000,2,178160007
178160000,3,178160007
178160000,4,178160007
178160000,1,178160008
178160000,2,178160008
178170000,1,178170006
178170000,1,178170010
178173100,1,178173103
178173100,2,178173103
178173100,3,178173103
178180003,1,178180003
178183100,1,178183103
178183100,2,178183103
178183100,1,178183104
178183100,1,178183106
178183100,2,178183106
178180003,1,178185102
178180003,2,178185102
178200003,1,178200003
178200003,2,178200003
178200003,3,178200003
178203100,1,178203104
178203100,2,178203104
178203100,3,178203104
178200003,1,178205002
178200003,2,178205002
178230000,1,178230001
178230000,2,178230001
178230000,1,178230002
178230000,2,178230002
178230000,3,178230003
178230000,,178230003
178230000,,178230003
178230000,3,178230004
178230000,,178230004
178230000,,178230004
178230000,1,178230006
178230000,2,178230006
178230000,3,178230006
178250000,1,178250005
178250000,2,178250005
178250000,1,178250006
178250000,2,178250006
178250004,1,178255102
178250004,2,178255102
178274100,4,178270003
178274100,,178270003
178274100,,178270003
178274100,,178270003
178270004,4,178270004
178270004,,178270004
178270004,,178270004
178270004,,178270004
178270007,3,178270007
178270007,,178270007
178270007,,178270007
178274100,4,178270008
178274100,,178270008
178274100,,178270008
178274100,,178270008
178270004,1,178275101
178270004,2,178275101
178270004,3,178275101
178270007,1,178275202
178270007,2,178275202
178270007,3,178275202
178284100,1,178284104
178284100,2,178284104
179010004,1,179010004
179010004,2,179010004
179010004,3,179010004
179010004,4,179010004
179013100,3,179013101
179013100,,179013101
179013100,,179013101
179010004,1,179015102
179010004,2,179015102
179010004,3,179015102
179010004,1,179015103
179010004,2,179015103
179010004,3,179015103
179020000,1,179020005
179020000,2,179020005
179020000,3,179020005
179020006,1,179020006
179020007,1,179020007
179020007,2,179020007
179020007,3,179020007
179050000,1,179050003
179050000,2,179050003
179060005,1,179060005
179060005,2,179060005
179060000,2,179060006
179060000,,179060006
179060000,1,179060008
179060000,2,179060008
179064100,1,179064103
179064100,2,179064103
179064100,3,179064103
179060005,1,179065102
179060005,2,179065102
179060005,3,179065102
179083100,1,179080003
179083100,2,179080003
179083100,3,179080003
179080004,4,179080004
179080004,,179080004
179080004,,179080004
179080004,,179080004
179080000,1,179080005
179080000,2,179080005
179080000,3,179080005
179083100,1,179083104
179083100,2,179083104
179083100,3,179083104
179083100,4,179083104
179080004,1,179085102
179080004,2,179085102
179080004,3,179085102
179080004,4,179085102
179090000,1,179090003
179090000,2,179090003
179090000,3,179090003
179090000,1,179090004
179090000,2,179090004
179090000,3,179090004
179110003,1,179110003
179110000,1,179110007
179110000,2,179110007
179110000,3,179110007
179110003,1,179115102
179110003,2,179115102
179110003,3,179115102
179120000,1,179120005
179130000,3,179130002
179130000,,179130002
179130000,,179130002
179130000,1,179130004
179130000,2,179130004
179130000,1,179130006
179130000,2,179130006
179140003,1,179145102
179140003,2,179145102
179160000,1,179160005
179160000,2,179160005
179201100,1,179201101
179201100,1,179201103
179201100,2,179201103
179201100,3,179201103
179202100,1,179202103
179202100,2,179202103
179202100,3,179202103
179224200,3,179220004
179224200,,179220004
179224200,,179220004
179220000,1,179220005
179220000,2,179220005
179220000,3,179220005
179234100,3,179230004
179234100,,179230004
179234100,,179230004
179230000,1,179230005
179230000,2,179230005
179230000,3,179230005
179240000,4,179240002
179240000,,179240002
179240000,,179240002
179240000,,179240002
179240000,1,179240003
179240000,2,179240003
179240000,3,179240003
179240000,4,179240003
179244100,1,179240004
179244100,2,179240004
179244100,3,179240004
179244100,4,179240004
179250000,1,179250006
179250000,2,179250006
179254100,1,179254103
179254100,2,179254103
179254100,1,179254104
179254100,2,179254104
179250005,1,179255102
179260000,3,179260005
179260000,,179260005
179260000,,179260005
179260000,1,179260007
179260000,2,179260007
179264200,1,179264202
179264200,2,179264202
179264200,3,179264202
179270000,1,179270006
179270000,2,179270006
179280000,3,179280005
179280000,,179280005
179280000,,179280005
179280000,1,179280006
179280000,2,179280006
179290003,3,179290003
179290003,,179290003
179290003,,179290003
179290000,1,179290004
179290000,2,179290004
179290000,3,179290004
179290000,1,179290005
179290000,2,179290005
179290000,3,179290005
179290003,1,179295102
179290003,2,179295102
179300000,3,179300004
179300000,,179300004
179300000,,179300004
179300000,1,179300006
179300000,2,179300006
179300000,1,179300007
179300000,2,179300007
179300000,3,179300007
180010005,3,180010005
180010005,,180010005
180010005,,180010005
180014100,1,180014102
180014100,2,180014102
180014100,3,180014102
180010005,1,180015202
180010005,2,180015202
180010005,3,180015202
180040002,3,180040002
180040002,,180040002
180040002,,180040002
180040003,4,180040003
180040003,,180040003
180040003,,180040003
180040003,,180040003
180040002,1,180045101
180040002,2,180045101
180040002,3,180045101
180064200,1,180064202
180064200,2,180064202
180064200,3,180064202
180070000,1,180070005
180070000,2,180070005
180070000,3,180070005
180084200,4,180080004
180084200,,180080004
180084200,,180080004
180084200,,180080004
180080005,1,180080005
180080005,2,180080005
180080005,3,180080005
180080005,4,180080005
180100000,1,180100002
180100000,2,180100002
180100000,3,180100002
180100000,4,180100004
180100000,,180100004
180100000,,180100004
180100000,,180100004
180113200,4,180110004
180113200,,180110004
180113200,,180110004
180113200,,180110004
180110000,1,180110006
180110000,2,180110006
180110000,3,180110006
180120000,2,180120006
180120000,,180120006
180130000,1,180130005
180130000,2,180130005
180130000,3,180130005
180130000,1,180130013
180130000,2,180130013
180130000,3,180130013
180140000,1,180140002
180140000,2,180140002
180140000,3,180140003
180140000,,180140003
180140000,,180140003
180140000,1,180140004
180140000,2,180140004
180140000,3,180140004
180140000,4,180140004
180160000,1,180160008
180160000,2,180160008
180160000,3,180160008
180170000,1,180170005
180170000,2,180170005
180170000,3,180170005
180180004,3,180180006
180180004,,180180006
180180004,,180180006
180190000,1,180190007
180190000,2,180190007
180190000,3,180190007
180210003,1,180210003
180210003,2,180210003
180210004,1,180210004
180210004,2,180210004
180210004,3,180210004
180210004,4,180210004
180210000,1,180210007
180210000,2,180210007
180210000,1,180210008
180210000,2,180210008
180210003,1,180215102
180210003,2,180215102
180210003,3,180215102
180210004,1,180215202
180210004,2,180215202
180210004,3,180215202
180210004,4,180215202
180220003,1,180220003
180220003,2,180220003
180220003,1,180225201
180220003,2,180225201
180220003,3,180225201
180234200,3,180230004
180234200,,180230004
180234200,,180230004
180234200,1,180230006
180234200,2,180230006
180234200,3,180230006
180234200,4,180230006
180240000,1,180240006
180240000,2,180240006
180260000,1,180263103
180260000,2,180263103
180260000,3,180263103
180270002,1,180270002
180270002,2,180270002
180270002,3,180270002
180273100,1,180270005
180273100,2,180270005
180273100,3,180270005
180270000,1,180270009
180270000,2,180270009
180270000,3,180270009
180270000,4,180270009
180270002,1,180275103
180270002,2,180275103
180270002,3,180275103
180283100,1,180283106
180283100,2,180283106
180283100,3,180283106
180290000,1,180290004
180290000,2,180290004
180290000,3,180290004
180290000,1,180290005
180300000,1,180300008
180300000,2,180300008
181010000,3,181010003
181010000,4,181010003
181010000,,181010003
181010000,,181010003
181010000,1,181010005
181010000,2,181010005
181010000,3,181010005
181010000,4,181010005
181023100,4,181020004
181023100,,181020004
181023100,,181020004
181023100,,181020004
181020005,1,181020005
181020005,2,181020005
181020005,3,181020005
181023100,1,181023101
181023100,2,181023101
181023100,3,181023101
181023100,1,181023104
181023100,2,181023104
181023100,3,181023104
181024100,1,181024102
181030000,1,181030006
181030000,2,181030006
181030000,3,181030006
181030000,1,181030008
181030000,2,181030008
181030005,1,181035102
181030005,2,181035102
181050005,1,181050005
181050005,2,181050005
181050005,3,181050005
181053105,1,181053105
181053105,2,181053105
181060000,1,181060006
181070007,2,181070007
181070007,,181070007
181071100,1,181070008
181071100,2,181070008
181071100,1,181071105
181071100,2,181071105
181071100,1,181071106
181071100,2,181071106
181090000,1,181090006
181090000,2,181090006
181090000,3,181090006
181090000,4,181090006
181103100,1,181100005
181103100,2,181100005
181103100,3,181100005
181100006,1,181100006
181100006,2,181100006
181104200,3,181100007
181104200,4,181100007
181104200,,181100007
181104200,,181100007
181100008,1,181100008
181100008,2,181100008
181113300,1,181110008
181113300,2,181110008
181113300,3,181110008
181113100,1,181113103
181113100,2,181113103
181113100,3,181113103
181120000,1,181120002
181120003,1,181120003
181120003,2,181120003
181120004,1,181120004
181120000,1,181120005
181120000,2,181120005
181130000,1,181130005
181130000,2,181130005
181143100,4,181140007
181143100,,181140007
181143100,,181140007
181143100,,181140007
181140008,1,181140008
181140008,2,181140008
181140008,3,181140008
181140008,4,181140008
181170000,1,181170003
181170000,2,181170003
181170000,1,181170006
181170000,2,181170006
181170001,1,181175104
181170001,2,181175104
181170001,3,181175104
181200000,1,181200003
181200005,1,181200005
181200005,2,181200005
181210005,2,181210005
181210005,3,181210005
181210005,,181210005
181210005,1,181215103
181210005,2,181215103
181223103,1,181223103
181223103,2,181223103
181233103,1,181233103
181233103,2,181233103
181233103,3,181233103
181230003,1,181235101
181240004,1,181240004
181240004,2,181240004
181240004,1,181245102
181240004,2,181245102
181240004,3,181245102
181240004,4,181245102
181253100,1,181253104
181253100,2,181253104
181253100,3,181253104
181250003,1,181255101
181250003,2,181255101
181260000,1,181260005
181260000,2,181260005
181260000,3,181260005
181260004,1,181265102
181260004,2,181265102
181260004,3,181265102
181270003,4,181270003
181270003,,181270003
181270003,,181270003
181270003,,181270003
181274100,4,181270004
181274100,,181270004
181274100,,181270004
181274100,,181270004
181270000,1,181270006
181270000,2,181270006
181270000,3,181270006
181300004,4,181300004
181300004,,181300004
181300004,,181300004
181300004,,181300004
182020000,4,182020004
182020000,,182020004
182020000,,182020004
182020000,,182020004
182020005,1,182020005
182020005,2,182020005
182020005,3,182020005
182021200,4,182020006
182021200,,182020006
182021200,,182020006
182021200,,182020006
182020000,1,182020009
182020000,2,182020009
182020000,3,182020009
182020000,4,182020009
182020000,1,182020010
182020000,2,182020010
182021103,1,182021103
182021103,2,182021103
182021103,3,182021103
182021200,1,182021203
182021200,2,182021203
182021200,3,182021203
182020005,1,182025102
182020005,2,182025102
182020005,3,182025102
182030007,1,182030007
182030007,2,182030007
182030007,3,182030007
182033100,1,182033104
182033100,2,182033104
182033100,3,182033104
182040000,1,182040005
182040000,2,182040005
182040000,3,182040005
182040000,4,182040005
182050000,1,182050005
182050000,2,182050005
182050000,3,182050005
182060000,4,182060003
182060000,,182060003
182060000,,182060003
182060000,,182060003
182060004,1,182060004
182060004,2,182060004
182060004,3,182060004
182060005,1,182060005
182060005,2,182060005
182060000,1,182060007
182060000,2,182060007
182060000,3,182060007
182184100,1,182080007
182184100,2,182080007
182184100,3,182080007
182090000,1,182090007
182090000,2,182090007
182091103,1,182091103
182091103,2,182091103
182091103,3,182091103
182091103,4,182091103
182120004,1,182120004
182120004,2,182120004
182120000,1,182120005
182120000,2,182120005
182120000,1,182120006
182120004,1,182125101
182120004,2,182125101
182130006,4,182130006
182130006,,182130006
182130006,,182130006
182130006,,182130006
182130000,3,182130007
182130000,4,182130007
182130000,,182130007
182130000,,182130007
182130000,1,182130008
182130000,2,182130008
182130000,3,182130008
182130000,4,182130008
182133100,1,182130010
182133100,2,182130010
182133100,3,182130010
182133100,1,182130011
182133100,2,182130011
182133100,3,182130011
182133100,4,182130011
182134100,1,182130012
182134100,2,182130012
182130000,1,182130013
182130000,2,182130013
182130000,3,182130013
182130006,1,182135102
182130006,2,182135102
182130006,3,182135102
182130006,4,182135102
182140000,1,182140008
182140000,2,182140008
182140000,3,182140008
182140000,4,182140008
182180000,3,182180003
182180000,,182180003
182180000,,182180003
182180000,1,182180004
182180000,2,182180004
182180000,3,182180004
182080000,1,182180008
182080000,2,182180008
182080000,3,182180008
182080000,4,182180008
182080000,1,182180009
182080000,2,182180009
182080000,3,182180009
182180000,1,182180011
182190000,1,182190006
182190000,2,182190006
182190000,3,182190006
182190003,1,182195104
182190003,2,182195104
182190003,3,182195104
182200007,3,182200007
182200007,4,182200007
182200007,,182200007
182200007,,182200007
182201100,1,182200008
182201100,2,182200008
182201100,3,182200008
182200010,1,182200010
182200010,2,182200010
182200010,3,182200010
182200010,1,182200014
182200010,2,182200014
182200010,3,182200014
182201100,1,182201106
182201100,2,182201106
182201100,3,182201106
182201100,4,182201106
182200007,1,182205101
182200007,2,182205101
182200007,3,182205101
182200007,4,182205101
183010000,1,183010006
183010009,2,183010009
183010009,,183010009
183014100,1,183010011
183014100,2,183010011
183014100,3,183010011
183010009,1,183015101
183021100,1,183021102
183021100,2,183021102
183021100,1,183021103
183021100,2,183021103
183021100,3,183021103
183030000,1,183030006
183030000,2,183030006
183030000,3,183030006
183040006,1,183040006
183040006,2,183040006
183040006,3,183040006
183043100,1,183043104
183043100,2,183043104
183043100,3,183043104
183050000,2,183050008
183050000,,183050008
183060000,1,183060003
183060000,2,183060003
183060000,1,183060006
183060000,2,183060006
183060000,3,183060006
183070000,1,183070003
183070000,2,183070003
183084100,1,183080011
183084100,2,183080011
183080000,1,183080012
183084200,1,183083103
183084200,2,183083103
183084200,3,183083103
183084100,1,183084107
183090000,3,183090005
183090000,,183090005
183090000,,183090005
183090000,1,183090008
183090000,2,183090008
183090000,3,183090008
183104200,3,183100003
183104200,,183100003
183104200,,183100003
183100000,4,183100004
183100000,,183100004
183100000,,183100004
183100000,,183100004
183100000,1,183100006
183100000,2,183100006
183100000,3,183100006
183100000,1,183100009
183100000,2,183100009
183100000,3,183100009
183104200,3,183104202
183104200,,183104202
183104200,,183104202
183111100,1,183110003
183111100,2,183110003
183114100,1,183114102
183110007,1,183115101
183110007,2,183115101
183110007,3,183115101
183130000,2,183130006
183130000,,183130006
183130000,1,183130011
183130000,2,183130011
183130000,3,183130011
183133200,1,183133203
183133200,2,183133203
183133200,3,183133203
183133200,1,183133204
183133200,2,183133204
183133200,3,183133204
183130007,1,183135101
183130007,2,183135101
183144100,1,183140008
183144100,2,183140008
183144100,3,183140008
183150000,1,183150006
183150000,2,183150006
183150000,3,183150006
183153100,1,183153103
183173100,1,183170014
183173100,2,183170014
183173100,1,183173105
183173100,2,183173105
183173100,3,183173105
183180004,3,183180004
183180004,,183180004
183180004,,183180004
183180000,3,183180005
183180000,,183180005
183180000,,183180005
183180003,1,183185102
183180003,2,183185102
183180004,1,183185201
183190000,3,183190004
183190000,,183190004
183190000,,183190004
183194100,1,183194102
183194100,2,183194102
183194100,3,183194102
184010000,1,184010005
184010000,2,184010005
184020000,1,184020002
184020000,2,184020002
184020005,1,184020005
184020005,1,184025105
184060000,1,184060005
184060000,2,184060005
184070003,1,184075102
184080000,1,184080004
184090006,1,184090006
184090007,1,184090007
184090007,2,184090007
184090000,1,184090008
184090000,1,184090011
184090000,2,184090011
184100005,1,184100005
184100005,2,184100005
184104100,1,184100007
184104100,2,184100007
184104100,3,184100007
184100005,1,184105203
184100005,2,184105203
184100005,3,184105203
184114100,1,184114102
184120004,1,184120004
184120004,2,184120004
184120004,3,184120004
184120004,2,184120006
184120004,3,184120006
184120004,,184120006
184124200,1,184124202
184124200,2,184124202
184124200,3,184124202
184120004,1,184125102
184120004,2,184125102
184120004,3,184125102
184130000,1,184130004
184130000,2,184130004
184140003,1,184140003
184140003,2,184140003
184140003,3,184140003
184140003,4,184140003
184140004,4,184140004
184140004,,184140004
184140004,,184140004
184140004,,184140004
184143200,4,184143203
184143200,,184143203
184143200,,184143203
184143200,,184143203
184140003,1,184145102
184140003,2,184145102
184140003,3,184145102
184140003,4,184145102
184153100,1,184150004
184153100,2,184150004
184161100,1,184161107
184161100,2,184161107
184161100,3,184161107
184180000,1,184180004
184180000,2,184180007
184180000,,184180007
184180000,1,184180008
184180000,2,184180008
184180000,3,184180008
184180000,1,184180010
184180000,2,184180010
184180000,3,184180010
184190005,1,184195102
184203103,1,184203103
184203104,1,184203104
184214100,1,184210005
184214100,2,184210005
184214100,3,184210005
184233103,1,184233103
184233103,2,184233103
184233103,3,184233103
184242100,1,184240006
184242100,2,184240006
184242100,1,184242104
184250000,1,184250003
184253300,1,184250004
184250000,1,184250005
184253300,1,184253305
184253300,2,184253305
184253300,3,184253305
184264100,1,184264103
184264100,2,184264103
184270003,3,184270003
184270003,,184270003
184270003,,184270003
184270000,4,184270007
184270000,,184270007
184270000,,184270007
184270000,,184270007
184270000,3,184270008
184270000,4,184270008
184270000,,184270008
184270000,,184270008
184271107,1,184271107
184271100,1,184271108
184271100,2,184271108
184270003,1,184275101
184294100,1,184294104
184300008,3,184300008
184300008,,184300008
184300008,,184300008
184300009,1,184300009
184300009,2,184300009
184300009,3,184300009
184300005,1,184305102
184300005,2,184305102
184300008,1,184305201
184300008,2,184305201
185020006,1,185020006
185020000,1,185020011
185020000,2,185020011
185021100,1,185021106
185021100,2,185021106
185021100,3,185021106
185021100,4,185021106
185020006,1,185025101
185020006,2,185025101
185032100,1,185030006
185040002,1,185045104
185040002,2,185045104
185040002,3,185045104
185050000,2,185050004
185050000,,185050004
185050000,1,185050005
185050000,2,185050005
185050000,3,185050005
185050000,1,185050008
185050000,2,185050008
185063100,1,185060003
185063100,2,185060003
185063100,3,185060003
185063200,1,185060008
185063200,2,185060008
185063200,3,185060008
185070000,1,185070005
185070000,2,185070005
185070000,3,185070005
185073102,1,185073102
185080007,1,185080007
185080008,1,185080008
185080009,1,185080009
185080009,2,185080009
185080007,1,185085101
185080007,2,185085101
185080007,3,185085101
185090000,1,185090006
185100003,1,185100003
185100000,1,185100005
185100000,2,185100005
185100000,1,185100014
185100003,1,185105102
185110003,1,185110003
185110003,2,185110003
185110000,1,185110007
185110000,2,185110007
185110003,1,185115101
185110003,2,185115101
185190000,4,185130003
185190000,,185130003
185190000,,185130003
185190000,,185130003
185130004,1,185130004
185130004,2,185130004
185130004,3,185130004
185143200,1,185140010
185150000,1,185150007
185150000,2,185150007
185150000,3,185150007
185170000,1,185170004
185170000,2,185170004
185180000,3,185180005
185180000,4,185180005
185180000,,185180005
185180000,,185180005
185180000,1,185180008
185190003,1,185190003
185194100,1,185194102
185194100,2,185194102
185194200,1,185194202
185194200,2,185194202
185194200,3,185194202
185194200,4,185194202
185190003,1,185195102
185190003,1,185195103
185190003,2,185195103
185190003,3,185195103
185200005,1,185200005
185200005,2,185200005
185200005,3,185200005
186014100,4,186010002
186014100,,186010002
186014100,,186010002
186014100,,186010002
186022100,1,186020008
186020000,1,186020009
186020000,2,186020009
186020000,3,186020009
186022100,1,186022105
186022100,2,186022105
186022100,1,186022108
186022100,2,186022108
186024100,1,186024102
186030000,1,186030008
186030000,2,186030008
186060000,4,186060004
186060000,,186060004
186060000,,186060004
186060000,,186060004
186060000,3,186060005
186060000,4,186060005
186060000,,186060005
186060000,,186060005
186060000,1,186060006
186060000,2,186060006
186060000,3,186060006
186084100,1,186080006
186084100,2,186080006
186080000,1,186080012
186081104,1,186081104
186081104,2,186081104
186081104,3,186081104
186090000,1,186090005
186090000,2,186090005
186090000,3,186090005
186090000,4,186090005
186100000,4,186100005
186100000,,186100005
186100000,,186100005
186100000,,186100005
186100000,1,186100007
186100000,2,186100007
186100000,3,186100007
186104100,4,186104101
186104100,,186104101
186104100,,186104101
186104100,,186104101
186112100,1,186110008
186112100,2,186110008
186112100,3,186110008
186110000,1,186110009
186110000,2,186110009
186114100,1,186110011
186114100,2,186110011
186114100,3,186110011
186110000,1,186110012
186110000,2,186110012
186110000,3,186110012
186110000,1,186110014
186111100,1,186111103
186111100,2,186111103
186120000,1,186120005
186120000,2,186120005
186120000,3,186120005
186140000,3,186140005
186140000,,186140005
186140000,,186140005
186140004,1,186145102
186140004,2,186145102
186140004,3,186145102
186140004,4,186145102
186150000,1,186150004
186150000,2,186150004
186150000,3,186150004
186150000,1,186150005
186150000,2,186150005
186150000,3,186150005
186170004,1,186170004
186180006,1,186180006
186180006,2,186180006
186190000,1,186190006
186190000,2,186190006
186200003,1,186200003
186200003,2,186200003
186200003,3,186200003
186200000,1,186200006
186200000,2,186200006
186200000,3,186200006
186200004,1,186205201
186200004,2,186205201
186210001,1,186210004
186210001,2,186210004
186210001,1,186210006
186210001,2,186210006
186210000,1,186210007
186210000,2,186210007
186210000,3,186210007
186213100,1,186213102
186213100,1,186213104
186213100,2,186213104
186213100,3,186213104
186224100,4,186220004
186224100,,186220004
186224100,,186220004
186224100,,186220004
186224100,1,186220008
186224100,2,186220008
186234100,4,186230002
186234100,,186230002
186234100,,186230002
186234100,,186230002
186240000,4,186240004
186240000,,186240004
186240000,,186240004
186240000,,186240004
186243100,1,186240008
186243100,2,186240008
186243100,3,186240008
186240000,1,186240009
186240000,2,186240009
186240000,3,186240009
186243100,1,186243102
186243100,2,186243102
186243100,3,186243102
186243100,4,186243102
186263100,1,186260001
186260002,1,186260002
186260002,2,186260002
186260005,1,186260006
186260005,2,186260006
186260005,3,186260006
186263100,1,186260008
186263100,2,186260008
186263100,3,186260008
186260005,1,186260009
186260002,1,186265102
186260002,2,186265102
186270000,4,186270004
186270000,,186270004
186270000,,186270004
186270000,,186270004
186280002,3,186280002
186280002,,186280002
186280002,,186280002
186284100,2,186280003
186284100,,186280003
186280000,1,186280005
186280000,2,186280005
186280000,3,186280005
186284100,1,186284107
186284100,2,186284107
186290000,1,186290005
186290000,2,186290005
186290000,3,186290005
186300004,1,186300004
186304100,4,186300005
186304100,,186300005
186304100,,186300005
186304100,,186300005
187050000,1,187050003
187050000,2,187050003
187050000,3,187050003
187060003,4,187060003
187060003,,187060003
187060003,,187060003
187060003,,187060003
187060000,1,187060004
187060000,2,187060004
187060000,3,187060004
187060003,1,187065104
187060003,2,187065104
187060003,3,187065104
187070004,4,187070004
187070004,,187070004
187070004,,187070004
187070004,,187070004
187070004,1,187075101
187070004,2,187075101
187070004,3,187075101
187070004,4,187075101
187080000,3,187080005
187080000,,187080005
187080000,,187080005
187080000,1,187080007
187080000,2,187080007
187080000,3,187080007
187100000,1,187100006
187100000,2,187100006
187110000,2,187110004
187110000,3,187110004
187110000,,187110004
187130007,1,187130007
187130007,2,187130007
187130007,3,187130007
187130007,4,187130007
187143200,4,187140005
187143200,,187140005
187143200,,187140005
187143200,,187140005
187140000,1,187140008
187140000,2,187140008
187140000,3,187140008
187143200,1,187143208
187143200,2,187143208
187143200,3,187143208
187154200,1,187154202
187154200,2,187154202
187154200,3,187154202
187160000,2,187160003
187160000,3,187160003
187160000,4,187160003
187160000,,187160003
187160000,1,187160004
187160000,2,187160004
187160000,3,187160004
187170000,4,187170006
187170000,,187170006
187170000,,187170006
187170000,,187170006
187170004,1,187175102
187170004,2,187175102
187170004,3,187175102
187170005,1,187175203
187170005,2,187175203
187170005,3,187175203
187190000,3,187190005
187190000,,187190005
187190000,,187190005
187193103,1,187193103
187193103,2,187193103
187193103,3,187193103
187193103,4,187193103
187193100,1,187193104
187193100,2,187193104
187193100,3,187193104
187203100,1,187203104
187203100,2,187203104
187203100,3,187203104
187410005,1,187410005
187410005,2,187410005
187410005,3,187410005
187410005,4,187410005
188030003,2,188030003
188030003,,188030003
188030000,1,188030004
188030000,2,188030004
188030000,3,188030004
188030003,1,188035101
188030003,2,188035101
188030003,3,188035101
188044100,4,188040002
188044100,,188040002
188044100,,188040002
188044100,,188040002
188044100,1,188040008
188044100,2,188040008
188044100,3,188040008
188044100,4,188040008
188050000,3,188050003
188050000,4,188050003
188050000,,188050003
188050000,,188050003
188060001,1,188060005
188060001,2,188060005
188063100,1,188060009
188063100,2,188060009
188063100,1,188060011
188063100,2,188060011
188060001,1,188065102
188060001,2,188065102
188060001,3,188065102
188060001,1,188065103
188060001,2,188065103
188060001,3,188065103
188080000,3,188080005
188080000,,188080005
188080000,,188080005
188083100,1,188083103
188083100,2,188083103
188083100,3,188083103
188083200,1,188083203
188083200,2,188083203
188083200,3,188083203
188080003,1,188085101
188080003,2,188085101
188080003,3,188085101
188080004,1,188085201
188080004,2,188085201
188090000,4,188090003
188090000,,188090003
188090000,,188090003
188090000,,188090003
188090000,1,188090006
188090000,2,188090006
188090000,3,188090006
188120000,1,188121104
188120000,2,188121104
188130000,1,188130003
188130000,2,188130003
188130000,3,188130003
188140000,1,188140007
188140000,2,188140007
188140000,3,188140007
188150000,3,188150003
188150000,,188150003
188150000,,188150003
188150000,3,188150004
188150000,4,188150004
188150000,,188150004
188150000,,188150004
188150000,1,188150005
188150000,2,188150005
188150000,3,188150005
188160000,1,188160004
188160000,2,188160004
188180000,1,188180007
188180000,2,188180007
188180000,3,188180007
188180000,1,188180008
188180000,2,188180008
188180000,3,188180008
188190000,2,188190003
188190000,3,188190003
188190000,,188190003
188190000,1,188190007
188190000,2,188190007
188190000,3,188190007
188194100,1,188194103
188194100,2,188194103
188194100,3,188194103
189030006,1,189035101
189030006,2,189035101
189030006,3,189035101
189060000,1,189060006
189080000,1,189080005
189080000,2,189080005
189080000,3,189080005
189080000,4,189080005
189080000,1,189080014
