hhid14_9,edu_level,pidlink
39150001,3,39150007
39170000,3,39170004
39170000,,39170004
39170000,,39170004
39190000,1,39190004
39190000,2,39190004
39190000,1,39190005
39190000,2,39190005
39204100,1,39204101
40010000,1,40010004
40010000,3,40010008
40010000,,40010008
40010000,,40010008
40010000,2,40010009
40010000,3,40010009
40010000,,40010009
40010000,1,40010011
40010000,2,40010011
40010000,3,40010011
40023100,4,40023102
40023100,,40023102
40023100,,40023102
40023100,,40023102
40023200,1,40023203
40023200,2,40023203
40023200,3,40023203
40023200,1,40023204
40023200,2,40023204
40023200,3,40023204
40034200,1,40030005
40034200,2,40030005
40030007,1,40030007
40030007,2,40030007
40030007,3,40030007
40030000,1,40030008
40030000,2,40030008
40030000,3,40030008
40030000,4,40030008
40030007,1,40035102
40050000,1,40050006
40050000,2,40050006
40050000,3,40050006
40060000,1,40060004
40060000,2,40060004
40060000,1,40060006
40060000,2,40060006
40060000,3,40060006
40070002,1,40070002
40070002,2,40070002
40070002,3,40070002
40070000,1,40070003
40070000,2,40070003
40070000,3,40070003
40080000,1,40080003
40080000,2,40080003
40080000,3,40080003
40100003,4,40100003
40100003,,40100003
40100003,,40100003
40100003,,40100003
40100000,1,40100005
40100000,2,40100005
40100000,3,40100005
40100000,1,40100008
40100000,2,40100008
40140000,1,40140011
40140000,2,40140011
40140000,3,40140011
40150000,1,40150010
40150000,2,40150010
40150000,3,40150010
40154100,1,40154103
40154100,2,40154103
40183100,1,40183104
40183100,2,40183104
40190003,1,40190003
40190003,2,40190003
40190003,3,40190003
40190003,1,40195101
40190003,2,40195101
40190003,3,40195101
40190003,4,40195101
40231100,1,40231103
40231100,2,40231103
40231100,3,40231103
40231100,1,40231106
40231100,2,40231106
40231100,3,40231106
40230003,1,40235102
40230003,2,40235102
40230003,3,40235102
40250005,1,40250005
40250005,2,40250005
40250005,3,40250005
40250000,1,40250009
40250005,1,40255102
40250005,2,40255102
40260000,1,40260006
40260000,2,40260006
40260000,3,40260006
40260008,3,40260008
40260008,,40260008
40260008,,40260008
40260009,1,40260009
40260009,2,40260009
40260009,3,40260009
40260009,4,40260009
40260000,1,40260010
40260000,2,40260010
40261100,1,40261103
40261100,2,40261103
40261100,3,40261103
40270000,3,40270003
40270000,4,40270003
40270000,,40270003
40270000,,40270003
40270004,1,40270004
40270004,2,40270004
40270004,3,40270004
40270004,4,40270004
40280000,1,40280006
40280000,2,40280006
40280000,3,40280006
40280000,4,40280006
40280008,1,40280008
40280008,2,40280008
40280008,3,40280008
40280008,4,40280008
40280000,1,40280009
40280000,2,40280009
40280000,3,40280009
40410000,1,40410004
40410000,2,40410004
40410000,3,40410004
41013100,1,41010003
41010007,1,41010007
41010007,2,41010007
41010000,1,41010008
41010000,2,41010008
41014100,1,41014101
41014100,2,41014101
41014100,3,41014101
41010004,1,41015102
41010007,1,41015201
41010007,2,41015201
41010007,3,41015201
41030006,1,41030006
41030006,2,41030006
41030006,1,41035101
41060000,1,41060006
41060000,2,41060006
41060000,1,41060007
41060000,2,41060007
41094100,1,41094108
41094100,2,41094108
41100007,1,41100007
41100007,2,41100007
41101100,1,41101103
41101100,2,41101103
41101100,3,41101103
41100005,1,41105102
41100005,2,41105102
41100007,1,41105202
41100007,2,41105202
41100007,3,41105202
41110004,1,41115102
41110004,2,41115102
41110004,3,41115102
41110004,4,41115102
41120003,2,41120003
41120003,3,41120003
41120003,,41120003
41120003,1,41125101
41120003,2,41125101
41120003,3,41125101
41130009,1,41130009
41133100,1,41133103
41133100,2,41133103
41133100,3,41133103
41130009,1,41135101
41130009,2,41135101
41133206,1,41135502
41133206,2,41135502
41133206,3,41135502
41140000,1,41140004
41140000,2,41140004
41160000,1,41160005
41160000,2,41160005
41170009,1,41175102
41170009,2,41175102
41170009,3,41175102
41180005,1,41180005
41180005,2,41180005
41180005,1,41185101
41180005,2,41185101
41190000,1,41190004
41190000,2,41190004
41190003,1,41195102
41190003,2,41195102
41190003,3,41195102
41190003,4,41195102
41200000,2,41200005
41200000,3,41200005
41200000,4,41200005
41200000,,41200005
41200006,1,41200006
41200006,2,41200006
41200006,3,41200006
41210003,1,41210003
41210003,2,41210003
41210003,1,41215102
41210003,2,41215102
41210003,3,41215102
41220003,1,41220003
41220003,2,41220003
41220003,3,41220003
41220000,1,41220004
41220000,2,41220004
41220000,3,41220004
41220000,1,41220006
41220000,2,41220006
41220003,1,41225102
41220003,2,41225102
41220003,3,41225102
41240000,1,41240006
41240000,2,41240006
41240004,1,41245102
41240004,2,41245102
41240004,3,41245102
41253200,1,41253203
41253200,2,41253203
41250005,1,41255102
41250005,2,41255102
41250005,3,41255102
41250006,1,41255202
41250006,2,41255202
41270000,1,41270005
41270000,2,41270005
41270003,1,41275102
41270003,2,41275102
41280003,1,41280003
41280003,2,41280003
41280003,3,41280003
41280004,1,41280004
41280004,2,41280004
41280003,1,41285102
41280003,2,41285102
41280003,3,41285102
41280004,1,41285201
41410003,1,41410003
41410004,1,41410004
41410004,2,41410004
41410003,1,41415101
41410004,1,41415201
41410004,2,41415201
41420006,1,41420006
41420006,2,41420006
41420006,3,41420006
41421103,1,41421103
41421103,2,41421103
41421200,1,41421203
41421200,2,41421203
41421103,1,41425301
41430003,1,41430003
41430001,1,41430005
41430001,2,41430005
41430001,3,41430005
41430001,1,41435102
41430001,2,41435102
41430003,1,41435201
41440009,1,41440009
41440009,2,41440009
41440009,3,41440009
41440010,1,41440010
41440011,1,41440011
41441200,1,41442108
41441200,2,41442108
41441200,3,41442108
41443100,1,41443103
41443100,2,41443103
41443100,3,41443103
41440009,1,41445202
41440009,2,41445202
41440010,1,41445301
41440011,1,41445401
41440011,2,41445401
41440011,3,41445401
41450001,1,41450001
41450000,1,41450002
42010000,1,42010005
42010000,2,42010005
42020007,1,42020007
42020007,2,42020007
42020000,1,42020011
42020000,2,42020011
42020000,3,42020011
42020000,3,42020012
42020000,,42020012
42020000,,42020012
42023100,1,42023103
42024200,1,42024203
42024200,2,42024203
42024300,1,42024302
42024300,2,42024302
42020007,1,42025101
42020007,2,42025101
42020009,1,42025202
42020009,2,42025202
42020009,3,42025202
42033200,1,42033203
42033200,2,42033203
42030004,1,42035102
42030004,2,42035102
42030004,3,42035102
42040008,1,42040008
42040008,2,42040008
42040009,1,42040009
42040009,2,42040009
42040009,3,42040009
42040000,1,42040011
42060010,1,42060010
42060010,2,42060010
42060010,3,42060010
42060010,1,42060013
42060010,2,42060013
42060010,3,42060013
42060000,1,42060014
42060000,2,42060014
42074100,1,42074102
42074100,2,42074102
42084100,4,42080003
42084100,,42080003
42084100,,42080003
42084100,,42080003
42080004,1,42080004
42080004,2,42080004
42080004,3,42080004
42090003,1,42090003
42091100,1,42091105
42090003,1,42095101
42100000,4,42100005
42100000,,42100005
42100000,,42100005
42100000,,42100005
42100000,1,42100006
42100000,2,42100006
42100000,3,42100006
42100000,4,42100006
42110000,1,42110005
42110000,2,42110005
42110000,3,42110005
42124200,1,42120004
42130000,3,42130005
42130000,,42130005
42130000,,42130005
42130006,2,42130006
42130006,3,42130006
42130006,,42130006
42130007,1,42130007
42130007,2,42130007
42130000,1,42130010
42130000,2,42130010
42130000,3,42130010
42130006,1,42135102
42130006,2,42135102
42130006,3,42135102
42153500,1,42150010
42153103,1,42153103
42153103,2,42153103
42153103,3,42153103
42153403,1,42153403
42153403,2,42153403
42153403,3,42153403
42153403,1,42153404
42153403,2,42153404
42153403,3,42153404
42153600,1,42153606
42153600,2,42153606
42153600,3,42153606
42160000,1,42160007
42160000,2,42160007
42160000,3,42160007
42172100,1,42170004
42170006,3,42170006
42170006,,42170006
42170006,,42170006
42172103,1,42172103
42172103,2,42172103
42172103,3,42172103
42173100,1,42173104
42173100,2,42173104
42173100,3,42173104
42170006,1,42175102
42180013,1,42180013
42180013,2,42180013
42180013,3,42180013
42180000,1,42180017
42180000,1,42180018
42183104,1,42183104
42183104,2,42183104
42190004,1,42190004
42190004,1,42195101
42200004,3,42200004
42200004,,42200004
42200004,,42200004
42200000,3,42200005
42200000,4,42200005
42200000,,42200005
42200000,,42200005
42200003,4,42204104
42200003,,42204104
42200003,,42204104
42200003,,42204104
42220004,1,42220004
42220004,2,42220004
42220004,1,42225102
42220004,2,42225102
42230006,1,42230006
42230006,2,42230006
42230006,3,42230006
42234200,1,42234202
42234200,2,42234202
42234200,3,42234202
42230005,1,42235101
42230005,2,42235101
42230005,3,42235101
42230006,1,42235202
42230006,2,42235202
42230006,3,42235202
42240000,1,42240005
42240000,2,42240005
42250003,1,42250003
42250003,2,42250003
42250003,3,42250003
42250003,1,42255101
42260000,3,42260006
42260000,,42260006
42260000,,42260006
42264200,1,42264202
42264200,2,42264202
42280005,3,42280005
42280005,4,42280005
42280005,,42280005
42280005,,42280005
42280000,1,42280006
42280000,2,42280006
42280000,3,42280006
42280000,1,42280008
42280000,2,42280008
42290000,1,42290003
42290000,1,42290004
42300000,1,42300003
42300000,2,42300003
42300000,3,42300003
42300004,3,42300004
42300004,,42300004
42300004,,42300004
42300005,1,42300005
42300005,2,42300005
42300005,3,42300005
42300005,4,42300005
42300000,1,42300007
42300000,2,42300007
43010004,1,43010004
43014100,1,43014103
43014100,2,43014103
43014100,3,43014103
43010004,1,43015101
43020000,1,43020010
43034100,1,43030005
43030000,1,43030008
43033100,1,43033104
43030006,1,43035101
43060000,1,43060004
43070000,1,43070003
43074103,1,43070006
43070000,1,43070013
43080000,1,43080004
43080003,1,43085102
43080003,2,43085102
43090000,1,43090009
43100000,1,43100004
43100000,1,43100006
43110000,1,43110005
43110000,1,43110006
43110000,2,43110006
43120004,1,43120004
43120004,2,43120004
43120000,1,43120007
43123100,1,43123105
43130004,1,43130004
43130004,1,43135102
43140000,1,43140003
43140000,1,43140015
43154300,1,43154301
43160006,1,43160006
43161100,1,43161105
43161100,1,43161106
43161100,2,43161106
43160004,1,43165103
43160006,1,43165203
43170000,1,43170007
43170010,1,43170010
43170000,1,43170012
43170010,1,43175101
43180000,1,43180006
43192100,1,43192103
43190006,1,43195102
43200003,1,43200003
43200003,2,43200003
43200000,1,43200004
43200000,2,43200004
43200006,1,43200006
43200006,2,43200006
43200006,3,43200006
43201100,1,43200014
43201100,2,43200014
43201100,3,43200014
43200000,1,43200017
43200000,2,43200017
43200000,3,43200017
43200000,4,43200017
43200003,1,43200020
43200003,2,43200020
43200003,3,43200020
43200000,1,43203109
43200000,2,43203109
43200000,3,43203109
43200000,4,43203109
43203110,1,43203110
43203110,2,43203110
43203110,3,43203110
43203110,4,43203110
43200000,1,43203111
43200000,2,43203111
43200000,3,43203111
43210006,1,43210006
43210006,2,43210006
43210006,3,43210006
43210007,1,43210007
43210007,2,43210007
43210006,1,43215102
43210006,2,43215102
43210007,1,43215202
43224100,1,43224103
43224100,2,43224103
43230000,1,43230003
43230000,1,43230005
43234100,1,43234104
43234100,2,43234104
43234100,1,43234105
43234100,2,43234105
43240000,1,43240012
43240000,1,43240014
43240000,2,43240014
43243100,1,43243103
43243100,2,43243103
43250008,1,43250008
43250000,1,43250012
43250000,2,43250012
43250000,3,43250012
43250004,1,43253105
43250004,2,43253105
43250004,3,43253105
43250005,1,43255202
43250005,2,43255202
43250008,1,43255302
43250008,2,43255302
43250008,3,43255302
43264200,1,43260004
43264100,1,43260010
43264100,2,43260010
43260011,1,43260011
43260011,2,43260011
43260000,4,43260012
43260000,,43260012
43260000,,43260012
43260000,,43260012
43264200,1,43264203
43264200,2,43264203
43264200,3,43264203
43264200,1,43264204
43270000,2,43270007
43270000,3,43270007
43270000,4,43270007
43270000,,43270007
43270000,1,43270008
43270000,2,43270008
43270000,1,43270012
43270000,2,43270012
43270000,3,43270012
43270013,1,43270013
43270013,2,43270013
43271100,1,43271106
43271100,2,43271106
43271100,3,43271106
43270013,1,43275201
43270013,2,43275201
43270013,3,43275201
43280005,1,43280005
43280005,2,43280005
43280005,3,43280005
43280005,4,43280005
43280000,1,43280008
43280000,2,43280008
43280000,3,43280008
43290000,1,43290005
43290000,2,43290005
43300005,1,43305102
43300005,2,43305102
43300005,3,43305102
43300005,4,43305102
44013100,1,44013103
44013100,2,44013103
44013100,1,44013104
44013100,2,44013104
44020003,4,44020003
44020003,,44020003
44020003,,44020003
44020003,,44020003
44020000,3,44020004
44020000,4,44020004
44020000,,44020004
44020000,,44020004
44020005,1,44020005
44020005,2,44020005
44020005,3,44020005
44020005,4,44020005
44020000,1,44020006
44020000,2,44020006
44020000,3,44020006
44020003,1,44025102
44020003,2,44025102
44020003,3,44025102
44020003,4,44025102
44030000,1,44030013
44030000,2,44030013
44050004,1,44050004
44050004,2,44050004
44050004,3,44050004
44050000,3,44050007
44050000,4,44050007
44050000,,44050007
44050000,,44050007
44050008,1,44050008
44050008,2,44050008
44050008,3,44050008
44050008,4,44050008
44050000,1,44050009
44050000,2,44050009
44050000,3,44050009
44050000,1,44050011
44050000,2,44050011
44050000,3,44050011
44050004,1,44055102
44050004,2,44055102
44050004,3,44055102
44060000,1,44060004
44060000,2,44060004
44060005,1,44060005
44060005,2,44060005
44060005,1,44065103
44060005,2,44065103
44080000,3,44080004
44080000,4,44080004
44080000,,44080004
44080000,,44080004
44080003,1,44085101
44080003,2,44085101
44080003,3,44085101
44094100,4,44090003
44094100,,44090003
44094100,,44090003
44094100,,44090003
44090000,4,44090004
44090000,,44090004
44090000,,44090004
44090000,,44090004
44090005,2,44090005
44090005,3,44090005
44090005,4,44090005
44090005,,44090005
44104100,4,44100005
44104100,,44100005
44104100,,44100005
44104100,,44100005
44104100,2,44100006
44104100,3,44100006
44104100,4,44100006
44104100,,44100006
44100000,1,44100007
44100000,2,44100007
44100000,3,44100007
44104100,1,44104105
44100003,1,44105101
44100003,2,44105101
44100003,3,44105101
44124100,4,44120004
44124100,,44120004
44124100,,44120004
44124100,,44120004
44121100,3,44120005
44121100,4,44120005
44121100,,44120005
44121100,,44120005
44120000,1,44120007
44120000,2,44120007
44120000,3,44120007
44120000,4,44121105
44120000,,44121105
44120000,,44121105
44120000,,44121105
44120003,1,44125102
44120003,2,44125102
44120003,3,44125102
44120003,4,44125102
44130000,1,44130007
44130000,2,44130007
44130000,3,44130007
44130000,1,44130008
44130000,2,44130008
44130000,3,44130008
44140000,1,44140001
44140000,2,44140001
44140000,3,44140001
44140000,1,44140004
44140000,2,44140004
44140000,3,44140004
44140000,1,44140005
44140000,2,44140005
44140000,3,44140005
44143103,4,44143103
44143103,,44143103
44143103,,44143103
44143103,,44143103
44143103,1,44143104
44143103,2,44143104
44143103,3,44143104
44143103,4,44143104
44154100,1,44150010
44154100,2,44150010
44150000,1,44150011
44150000,2,44150011
44150000,3,44150011
44150000,1,44150012
44150000,2,44150012
44150000,3,44150012
44164100,4,44160005
44164100,,44160005
44164100,,44160005
44164100,,44160005
44164100,1,44164104
44164100,2,44164104
44164100,3,44164104
44164100,4,44164104
44180002,3,44180002
44180002,,44180002
44180002,,44180002
44183200,1,44180007
44183200,2,44180007
44183200,3,44180007
44180009,1,44180009
44180009,2,44180009
44180009,3,44180009
44183200,1,44180010
44180009,1,44185201
44180009,2,44185201
44192100,1,44192103
44192100,2,44192103
44192100,3,44192103
44230000,1,44230007
44230000,2,44230007
44234100,1,44234101
44234100,2,44234101
44234100,3,44234101
44240000,1,44240006
44240000,2,44240006
44240000,3,44240006
44244100,1,44244103
44250000,1,44250005
44250000,2,44250005
44250000,3,44250005
44254100,1,44254103
44254100,2,44254103
44254100,3,44254103
44260003,3,44260003
44260003,,44260003
44260003,,44260003
44260004,1,44260004
44260004,2,44260004
44260004,3,44260004
44263100,1,44263105
44263100,2,44263105
44263100,3,44263105
44263100,4,44263105
44260003,1,44265102
44260003,2,44265102
44260003,3,44265102
44290000,3,44290006
44290000,,44290006
44290000,,44290006
44290005,1,44295102
44290005,2,44295102
44290005,3,44295102
44300000,1,44300005
44300000,2,44300005
44304200,4,44300010
44304200,,44300010
44304200,,44300010
44304200,,44300010
44304200,1,44300011
44304200,2,44300011
44304200,3,44300011
44304200,4,44300011
44300012,1,44300012
44300012,2,44300012
44300012,3,44300012
44300012,4,44300012
44302100,1,44302106
44302100,2,44302106
45010000,1,45010004
45010000,2,45010004
45010000,3,45010004
45010000,3,45010006
45010000,4,45010006
45010000,,45010006
45010000,,45010006
45050000,1,45050003
45050000,2,45050003
45070006,1,45070006
45070000,1,45070009
45070000,2,45070009
45070000,3,45070009
45070000,4,45070009
45070000,1,45070010
45070000,2,45070010
45070000,3,45070010
45070006,1,45075101
45100001,1,45100006
45100001,4,45100006
45100001,,45100006
45100001,,45100006
45100001,1,45105104
45100001,2,45105104
45100001,3,45105104
45110000,1,45110004
45110000,1,45110005
45110000,1,45110007
45110000,2,45110007
45110000,3,45110007
45114100,1,45110008
45120000,1,45120005
45140000,1,45140009
45150009,3,45150009
45150009,,45150009
45150009,,45150009
45153400,1,45150012
45153400,2,45150012
45153400,3,45150012
45153400,4,45150012
45153400,1,45150013
45153400,2,45150013
45153400,3,45150013
45150000,1,45150015
45150000,2,45150015
45150000,1,45150016
45150000,2,45150016
45150000,3,45150016
45153100,1,45153108
45153100,2,45153108
45153100,3,45153108
45153200,1,45153207
45150009,1,45155101
45150009,2,45155101
45170000,1,45170006
45170000,2,45170006
45174100,1,45170007
45174100,2,45170007
45174100,3,45170007
45184200,3,45180007
45184200,4,45180007
45184200,,45180007
45184200,,45180007
45184200,2,45180008
45184200,3,45180008
45184200,4,45180008
45184200,,45180008
45183200,1,45180011
45183200,2,45180011
45183200,3,45180011
45183200,4,45180011
45180000,1,45180012
45180000,2,45180012
45180000,3,45180012
45183200,1,45183204
45183200,2,45183204
45183200,3,45183204
45190000,1,45190005
45190000,2,45190005
45190000,3,45190005
45190000,1,45190006
45190000,2,45190006
45190000,3,45190006
45210000,4,45210006
45210000,,45210006
45210000,,45210006
45210000,,45210006
45210000,1,45210013
45210000,2,45210013
45210000,3,45210013
45220000,2,45220007
45220000,,45220007
45220005,1,45225102
45230000,1,45230008
45230005,1,45235102
45230005,2,45235102
45240007,2,45240007
45240007,3,45240007
45240007,,45240007
45244100,1,45244107
45244100,2,45244107
45250000,1,45250006
45250000,1,45250007
45252100,1,45252107
45252100,2,45252107
45252100,3,45252107
45260000,1,45260010
45260000,2,45260010
45260005,1,45265102
45260006,1,45265202
45270000,1,45270008
45270000,2,45270008
45270000,3,45270008
45270000,1,45270009
45270000,2,45270009
45270000,3,45270009
45273100,4,45273101
45273100,,45273101
45273100,,45273101
45273100,,45273101
45273100,1,45273103
45273100,2,45273103
45273100,3,45273103
45273100,1,45273104
45273100,2,45273104
45273100,3,45273104
45283100,1,45283104
45283100,2,45283104
45283100,3,45283104
45293100,1,45290003
45293100,2,45290003
45293100,3,45290003
45294100,1,45290005
45290007,1,45290007
45293100,2,45290010
45293100,,45290010
45293100,1,45293104
45293100,1,45293105
45293100,2,45293105
45293100,3,45293105
45290007,1,45295102
45290007,2,45295102
45303100,1,45300004
45303100,2,45300004
45303100,3,45300004
45303100,1,45303103
45303100,2,45303103
45303100,3,45303103
45303100,4,45303103
45303100,1,45303104
45303100,2,45303104
45303100,3,45303104
46014100,3,46010003
46014100,,46010003
46014100,,46010003
46024100,4,46020004
46024100,,46020004
46024100,,46020004
46024100,,46020004
46020000,3,46020006
46020000,4,46020006
46020000,,46020006
46020000,,46020006
46020000,1,46020008
46020000,2,46020008
46024100,1,46024102
46024100,2,46024102
46024100,3,46024102
46024100,4,46024102
46030003,3,46030003
46030003,,46030003
46030003,,46030003
46040000,1,46040003
46040000,2,46040003
46040000,3,46040003
46040000,3,46040004
46040000,4,46040004
46040000,,46040004
46040000,,46040004
46050009,1,46050009
46050009,1,46050010
46050009,2,46050010
46050009,3,46050010
46052200,1,46052208
46052200,2,46052208
46053100,1,46053103
46053100,2,46053103
46053100,3,46053103
46060000,1,46060004
46060000,2,46060004
46060000,1,46060008
46060000,1,46060009
46060000,2,46060009
46060000,3,46060009
46070000,1,46070002
46070000,2,46070002
46070000,3,46070002
46073100,1,46070003
46073100,2,46070003
46073100,3,46070003
46070000,1,46070006
46070000,2,46070006
46070000,3,46070006
46070000,1,46070007
46070000,2,46070007
46070000,3,46070007
46073100,1,46073102
46073100,2,46073102
46074200,1,46074201
46074200,2,46074201
46074200,3,46074201
46080000,1,46080005
46080000,2,46080005
46080000,3,46080005
46080003,1,46085101
46080003,2,46085101
46080003,3,46085101
46080003,4,46085101
46101100,1,46101108
46101100,2,46101108
46101100,3,46101108
46101100,4,46101108
46110000,3,46110004
46110000,,46110004
46110000,,46110004
46134100,4,46130003
46134100,,46130003
46134100,,46130003
46134100,,46130003
46131100,1,46131105
46131100,2,46131105
46131100,3,46131105
46140000,1,46140007
46140000,2,46140007
46140003,1,46145102
46140003,2,46145102
46140003,3,46145102
46150000,1,46150005
46150000,2,46150005
46150000,3,46150005
46150000,1,46150007
46150000,2,46150007
46150000,3,46150007
46150000,4,46150007
46150004,1,46155103
46150004,2,46155103
46150004,3,46155103
46160000,2,46160003
46160000,,46160003
46160004,1,46165102
46160005,1,46165204
46160005,2,46165204
46160005,3,46165204
46173100,1,46170004
46173100,2,46170004
46173100,3,46170004
46170000,1,46170007
46170000,2,46170007
46170000,3,46170007
46180006,1,46180006
46180006,2,46180006
46180006,3,46180006
46180006,4,46180006
46182105,1,46182105
46182105,2,46182105
46182105,3,46182105
46182105,4,46182105
46190000,4,46190003
46190000,,46190003
46190000,,46190003
46190000,,46190003
46190005,1,46190005
46190005,2,46190005
46190005,3,46190005
46190005,4,46190005
46200000,1,46200008
46200000,2,46200008
46200000,3,46200008
46200000,1,46200009
46200000,2,46200009
46200000,3,46200009
46200002,1,46205103
46200002,2,46205103
46200002,3,46205103
47010005,1,47010005
47010005,2,47010005
47010005,3,47010005
47010000,1,47010007
47010000,2,47010007
47010000,3,47010007
47010000,1,47010009
47010003,1,47015102
47010004,1,47015202
47010004,2,47015202
47010004,3,47015202
47010004,4,47015202
47010005,1,47015302
47010005,2,47015302
47020000,1,47020005
47020000,1,47020007
47030004,1,47030004
47031100,1,47030009
47031100,2,47030009
47031100,3,47030009
47030000,1,47030010
47030000,2,47030010
47030000,3,47030010
47030004,1,47035102
47030004,2,47035102
47030004,3,47035102
47040000,1,47040008
47040000,2,47040008
47040000,3,47040008
47050004,2,47050004
47050004,3,47050004
47050004,,47050004
47060000,1,47060007
47060000,2,47060007
47060000,3,47060007
47060000,4,47060007
47060004,1,47065102
47060004,2,47065102
47060004,3,47065102
47080000,1,47080007
47084100,1,47084101
47110000,2,47110003
47110000,3,47110003
47110000,,47110003
47110000,1,47110004
47110000,2,47110004
47110000,3,47110004
47110000,1,47110005
47110000,2,47110005
47110000,3,47110005
47120000,2,47120006
47120000,3,47120006
47120000,,47120006
47120003,1,47125102
47120003,2,47125102
47120003,3,47125102
47120003,4,47125102
47130003,1,47130003
47130003,2,47130003
47131100,1,47131103
47131100,2,47131103
47131100,3,47131103
47140000,1,47140010
47143200,1,47143203
47143200,2,47143203
47150002,1,47150006
47150002,2,47150006
47150002,3,47150006
47150002,4,47150006
47150000,1,47150007
47150000,2,47150007
47150000,3,47150007
47150000,4,47150007
47150002,1,47155101
47150002,2,47155101
47150002,3,47155101
47150005,1,47155201
47150005,2,47155201
47160007,1,47160007
47160007,2,47160007
47160003,1,47165102
47160003,2,47165102
47160003,3,47165102
47160003,4,47165102
47160007,1,47165302
47180003,1,47185101
47190000,1,47190012
47190000,2,47190012
47190000,1,47190017
47190000,2,47190017
47192100,1,47192107
47192100,2,47192107
47193100,1,47193105
47193100,1,47193108
47193100,2,47193108
47200003,4,47200003
47200003,,47200003
47200003,,47200003
47200003,,47200003
47200000,3,47200005
47200000,4,47200005
47200000,,47200005
47200000,,47200005
47200003,1,47205102
47200003,2,47205102
47200003,3,47205102
47200004,1,47205201
47200004,2,47205201
47200004,3,47205201
47210000,4,47210003
47210000,,47210003
47210000,,47210003
47210000,,47210003
47220000,1,47220009
47220000,2,47220009
47220004,1,47225101
47220004,2,47225101
47230006,1,47235102
47230006,2,47235102
47230006,3,47235102
47240000,1,47240010
47240000,2,47240010
47240000,3,47240010
47250005,3,47250005
47250005,,47250005
47250005,,47250005
47281100,1,47281107
47281100,2,47281107
47281100,3,47281107
47290000,1,47290007
47290006,1,47295102
47290006,2,47295102
47290006,3,47295102
47303200,1,47300004
47303100,1,47303103
47303100,2,47303103
47303100,3,47303103
47303200,1,47303203
47303200,2,47303203
47300000,1,47303204
47300000,2,47303204
47300000,3,47303204
47300006,1,47305102
48010005,3,48010005
48010005,,48010005
48010005,,48010005
48011100,1,48011104
48011100,2,48011104
48011100,3,48011104
48011100,1,48011105
48010005,1,48015002
48010005,2,48015002
48050003,1,48050003
48050003,2,48050003
48050003,3,48050003
48050000,1,48050004
48050000,2,48050004
48050000,3,48050004
48073100,1,48073104
48073100,2,48073104
48073100,3,48073104
48073100,4,48073104
48094100,1,48090006
48094100,2,48090006
48094100,3,48090006
48090000,1,48090010
48090000,2,48090010
48090000,3,48090010
48100000,1,48100006
48100000,2,48100006
48100000,3,48100006
48100004,1,48105102
48100004,2,48105102
48100004,3,48105102
48110000,1,48110005
48110000,2,48110005
48110000,3,48110005
48120000,3,48120009
48120000,,48120009
48120000,,48120009
48124100,1,48124105
48124100,2,48124105
48124100,3,48124105
48120006,1,48125101
48120006,2,48125101
48120006,3,48125101
48130000,1,48130008
48130000,2,48130008
48130000,3,48130008
48133100,1,48133103
48133100,2,48133103
48133100,3,48133103
48133100,1,48133104
48133100,2,48133104
48133100,3,48133104
48133200,1,48133203
48133200,2,48133203
48160000,1,48160008
48160000,2,48160008
48160000,3,48160008
48160000,1,48160009
48160000,2,48160009
48160000,3,48160009
48174100,1,48170004
48174100,2,48170004
48174100,3,48170004
48170000,1,48170009
48170000,2,48170009
48170000,3,48170009
48170000,4,48170009
48170000,1,48170012
48170000,2,48170012
48170000,3,48170012
48174100,1,48174104
48174100,2,48174104
48174100,3,48174104
48170005,1,48175102
48170005,2,48175102
48170005,3,48175102
48180003,1,48185104
48180003,2,48185104
48190005,1,48190005
48190005,2,48190005
48190005,3,48190005
48190005,4,48190005
48190005,1,48195102
48190005,2,48195102
48190005,3,48195102
48190005,4,48195102
48200000,1,48200006
48224100,3,48220008
48224100,,48220008
48224100,,48220008
48230003,4,48230003
48230003,,48230003
48230003,,48230003
48230003,,48230003
48230003,1,48235101
48230003,2,48235101
48230003,3,48235101
48290007,2,48290007
48290007,3,48290007
48290007,,48290007
48294300,1,48290008
48294200,1,48294203
48294200,2,48294203
48294200,3,48294203
48290007,1,48295001
48290007,2,48295001
48290007,3,48295001
48290007,4,48295001
49011100,4,49010003
49011100,,49010003
49011100,,49010003
49011100,,49010003
49020000,1,49020005
49020000,2,49020005
49020000,3,49020005
49020000,1,49020007
49020000,2,49020007
49020000,3,49020007
49020000,4,49020007
49030000,1,49030007
49030000,2,49030007
49030000,3,49030007
49041100,1,49041103
49041100,2,49041103
49041100,3,49041103
49041100,4,49041103
49041100,1,49041104
49041100,2,49041104
49041100,3,49041104
49070000,1,49070007
49080003,4,49080003
49080003,,49080003
49080003,,49080003
49080003,,49080003
49080000,3,49080004
49080000,4,49080004
49080000,,49080004
49080000,,49080004
49080000,1,49080005
49080000,2,49080005
49080000,3,49080005
49080003,1,49085102
49080003,2,49085102
49080003,3,49085102
49080003,4,49085102
49100000,1,49100005
49100000,1,49100008
49100000,2,49100008
49100000,3,49100008
49102100,1,49102111
49102100,2,49102111
49102100,3,49102111
49120000,1,49120003
49120000,2,49120003
49120000,3,49120003
49120000,4,49120003
49124100,4,49120004
49124100,,49120004
49124100,,49120004
49124100,,49120004
49120005,1,49120005
49120005,2,49120005
49120005,3,49120005
49120005,4,49120005
49120005,1,49125102
49120005,2,49125102
49120005,3,49125102
