pidlink,age,male,edu_level,rural,smoking,rural_no_migration,urban_no_migration,urban_to_rural_migration,rural_to_urban_migration,rural_to_rural_migration,urban_to_urban_migration,never_smoking,always_smoking,started_smoking
111050004,26,0,,0,0,0,1,0,0,0,0,0,0,0
111050005,30,1,,0,1,,,,,,,,,
111055102,32,0,1,0,0,,,,,,,,,
111070002,45,1,,0,1,0,1,0,0,0,0,0,0,1
111070003,40,0,,0,0,0,1,0,0,0,0,1,0,0
111070004,46,1,,0,1,0,1,0,0,0,0,0,0,1
111070005,20,0,3,0,0,,,,,,,,,
111070006,41,0,,0,0,0,1,0,0,0,0,0,0,0
111073104,15,1,2,0,0,,,,,,,,,
111080001,54,1,,,,,,,,,,,,
111080002,52,0,,0,1,,,,,,,,,
111090001,61,1,,,,,,,,,,,,
111090002,57,0,,,,,,,,,,,,
111090003,31,1,,,,,,,,,,,,
111090004,29,1,4,0,1,0,1,0,0,0,0,0,1,0
111090007,26,0,,,,,,,,,,,,
111120001,66,1,,0,0,0,1,0,0,0,0,0,0,0
111120002,60,0,,0,0,0,1,0,0,0,0,1,0,0
111120003,33,0,,0,0,0,0,0,0,0,1,1,0,0
111120006,37,1,,0,1,0,1,0,0,0,0,0,0,1
111124101,33,0,,0,0,,,,,,,0,0,0
111124102,34,1,4,0,0,,,,,,,,,
111130001,66,1,,0,0,0,1,0,0,0,0,1,0,0
111130002,59,0,,0,0,0,1,0,0,0,0,1,0,0
111130003,39,1,,0,0,0,0,0,0,0,1,1,0,0
111130006,28,1,4,0,0,,,,,,,1,0,0
111131103,34,0,,0,0,0,0,0,0,0,1,1,0,0
111135102,27,0,4,0,0,,,,,,,,,
111140003,37,0,,0,0,,,,,,,0,0,0
111144102,42,1,,0,0,,,,,,,,,
111150001,68,1,,,,,,,,,,,,
111150002,61,0,,0,0,0,0,0,0,0,1,1,0,0
111190001,62,1,,0,1,0,1,0,0,0,0,0,1,0
111190002,59,0,,0,0,0,1,0,0,0,0,0,0,0
111190003,35,0,,,,,,,,,,,,
111190005,31,1,,0,0,,,,,,,1,0,0
111190007,35,1,,,,,,,,,,,,
111195102,29,0,4,0,0,,,,,,,,,
112020002,57,0,,0,0,0,1,0,0,0,0,1,0,0
112020003,49,1,4,0,1,,,,,,,,,
112020004,26,1,4,0,0,0,1,0,0,0,0,1,0,0
112021102,48,0,3,0,0,,,,,,,,,
112021103,21,1,4,0,1,,,,,,,,,
112021104,18,1,,0,0,,,,,,,,,
112021105,16,1,3,0,0,,,,,,,,,
112040002,54,0,,0,1,0,1,0,0,0,0,0,0,1
112040004,28,1,4,0,1,0,1,0,0,0,0,0,1,0
112040005,21,0,4,0,0,,,,,,,,,
112040008,64,1,,0,1,0,1,0,0,0,0,0,0,1
112080001,54,1,,,,,,,,,,,,
112080002,50,0,,,,,,,,,,,,
112080004,24,1,,,,,,,,,,,,
112080006,34,0,,,,,,,,,,,,
112080007,23,0,,,,,,,,,,,,
112100003,46,0,,,,,,,,,,,,
112100006,39,0,4,0,0,,,,,,,,,
112103101,48,1,4,,,0,1,0,0,0,0,,,
112160001,60,1,,0,0,,,,,,,,,
112160002,55,0,,0,0,0,1,0,0,0,0,1,0,0
112160005,61,0,,0,0,,,,,,,0,0,0
112160006,34,1,2,1,1,,,,,,,,,
112165102,25,0,2,1,0,,,,,,,,,
112170001,51,1,,,,,,,,,,,,
112170002,45,0,,0,0,0,1,0,0,0,0,1,0,0
112170003,27,0,4,0,0,,,,,,,1,0,0
112170004,22,0,4,0,0,,,,,,,,,
112180001,48,1,,1,1,0,0,1,0,0,0,0,0,1
112180002,54,0,,1,0,0,0,1,0,0,0,0,0,0
112180005,21,0,4,0,0,,,,,,,,,
112180006,17,1,3,1,0,,,,,,,,,
113010001,54,1,,0,0,0,1,0,0,0,0,1,0,0
113010002,49,0,,0,0,0,1,0,0,0,0,1,0,0
113010004,25,0,3,1,0,,,,,,,1,0,0
113010005,20,0,3,0,0,,,,,,,,,
113010008,23,1,3,0,1,,,,,,,,,
113015101,26,1,,1,1,,,,,,,,,
113020002,63,0,,,,,,,,,,,,
113020003,46,1,,0,0,0,1,0,0,0,0,1,0,0
113020004,43,0,,0,0,0,1,0,0,0,0,1,0,0
113020006,39,0,,0,0,,,,,,,1,0,0
113020008,33,0,,0,0,,,,,,,0,0,0
113020009,31,0,4,0,0,,,,,,,0,0,0
113020010,46,1,,0,1,0,1,0,0,0,0,0,0,1
113020011,24,0,3,0,0,0,1,0,0,0,0,0,0,0
113023102,33,0,,0,0,0,0,0,0,0,1,1,0,0
113023103,15,0,2,0,0,,,,,,,,,
113024301,34,1,,0,0,,,,,,,1,0,0
113024401,36,1,4,0,0,,,,,,,,,
113030001,59,1,,0,1,0,0,0,0,0,1,0,1,0
113030002,48,0,,0,0,0,1,0,0,0,0,1,0,0
113030003,29,1,,0,1,,,,,,,0,0,1
113030004,24,0,3,0,0,,,,,,,0,0,0
113030005,20,1,,0,1,,,,,,,,,
113035102,24,0,2,0,0,,,,,,,,,
113035201,33,1,,0,1,,,,,,,,,
113050001,54,1,,0,1,0,1,0,0,0,0,0,0,1
113050002,45,0,,0,0,0,1,0,0,0,0,0,0,0
113050003,27,0,,1,0,,,,,,,1,0,0
113054101,32,1,,1,0,,,,,,,1,0,0
113060001,76,1,,0,1,0,0,0,0,0,1,0,0,1
113060002,69,0,,0,0,0,1,0,0,0,0,0,0,0
113060004,37,1,,0,1,0,0,0,0,0,1,0,0,1
113060005,37,1,,0,1,0,0,0,1,0,0,0,0,1
113060006,35,0,,0,0,,,,,,,0,0,0
113060007,33,1,2,0,1,,,,,,,,,
113060008,36,0,,0,0,0,1,0,0,0,0,1,0,0
113063104,33,0,,1,0,1,0,0,0,0,0,1,0,0
113063205,22,0,2,0,0,,,,,,,,,
113064205,36,1,1,0,1,,,,,,,,,
113065102,26,0,2,0,0,,,,,,,,,
113070001,64,1,,0,1,,,,,,,0,1,0
113070002,56,0,,0,0,0,0,0,0,0,1,0,0,0
113070003,33,1,2,0,0,,,,,,,,,
113070004,30,1,,0,1,,,,,,,0,0,1
113070005,22,1,3,0,1,0,1,0,0,0,0,0,0,1
113074102,37,0,2,0,0,,,,,,,,,
113075102,31,0,2,0,0,,,,,,,,,
113080001,74,0,,0,0,,,,,,,0,0,0
113080002,40,0,,0,0,,,,,,,1,0,0
113080003,36,0,,0,0,0,1,0,0,0,0,1,0,0
113080004,36,1,,0,1,,,,,,,0,1,0
113083101,39,1,,0,1,0,1,0,0,0,0,0,0,1
113084101,40,1,,0,1,,,,,,,0,0,1
113084202,32,0,,,,,,,,,,,,
113090001,63,0,,0,0,0,1,0,0,0,0,0,0,0
113090002,36,1,,0,1,0,1,0,0,0,0,0,0,1
113090003,46,1,,0,1,0,0,0,0,0,1,0,0,1
113090004,42,0,,0,0,0,1,0,0,0,0,0,0,0
113090005,19,1,3,0,1,,,,,,,,,
113090006,31,0,,0,0,0,1,0,0,0,0,0,0,0
113100002,43,0,,0,0,0,1,0,0,0,0,1,0,0
113100003,25,1,3,0,1,,,,,,,0,0,1
113100004,47,1,,0,1,0,1,0,0,0,0,0,1,0
113100005,15,1,2,0,0,,,,,,,,,
113110001,75,0,,0,0,0,1,0,0,0,0,0,0,0
113110003,43,1,,0,1,0,1,0,0,0,0,0,0,1
113110004,39,1,,0,0,,,,,,,1,0,0
113110005,37,1,,0,1,0,1,0,0,0,0,0,0,1
113110006,52,0,,0,0,0,1,0,0,0,0,1,0,0
113110007,22,1,3,0,0,0,1,0,0,0,0,1,0,0
113110008,37,0,,0,0,0,1,0,0,0,0,0,0,0
113111105,15,0,2,0,0,,,,,,,,,
113113102,34,0,,0,0,0,1,0,0,0,0,0,0,0
113114102,34,0,,0,0,,,,,,,1,0,0
113120001,64,0,,0,0,0,1,0,0,0,0,1,0,0
113120002,44,1,,0,1,0,1,0,0,0,0,0,0,1
113120003,40,1,,0,1,0,1,0,0,0,0,0,0,1
113120004,35,0,,0,0,0,1,0,0,0,0,0,0,0
113120005,19,1,3,0,0,,,,,,,,,
113123104,33,0,,0,0,0,1,0,0,0,0,0,0,0
113130001,56,1,,0,0,0,1,0,0,0,0,1,0,0
113130002,44,0,,0,0,0,1,0,0,0,0,0,0,0
113130003,28,1,1,0,1,,,,,,,,,
113130004,24,1,2,0,0,,,,,,,,,
113130006,20,0,2,1,0,,,,,,,,,
113130007,16,1,2,0,1,,,,,,,,,
113130008,28,0,,,,,,,,,,,,
113135102,20,0,2,0,0,,,,,,,,,
113135201,27,1,2,1,0,,,,,,,,,
113140001,46,1,,0,1,0,1,0,0,0,0,0,0,1
113140002,40,0,,0,0,0,1,0,0,0,0,0,0,0
113140003,22,1,3,0,1,,,,,,,,,
113150001,64,1,,0,1,,,,,,,0,0,1
113150002,61,0,,0,0,0,1,0,0,0,0,1,0,0
113150003,33,0,,0,0,0,0,0,0,0,1,0,0,0
113150004,31,1,,0,0,0,0,0,0,0,1,0,0,0
113150006,23,0,4,0,0,0,0,0,0,0,1,1,0,0
113150007,21,1,3,0,0,,,,,,,,,
113154201,32,1,,0,1,0,0,0,0,0,1,0,0,1
113160001,52,1,,0,1,0,1,0,0,0,0,0,0,1
113160002,46,0,,0,0,0,1,0,0,0,0,0,0,0
113160003,30,0,,0,0,,,,,,,1,0,0
113160004,27,1,,0,1,,,,,,,0,0,1
113160005,25,0,,0,0,,,,,,,0,0,0
113160007,19,0,3,0,0,,,,,,,,,
113160008,16,0,2,0,0,,,,,,,,,
113165102,22,0,2,0,0,,,,,,,,,
113165202,35,1,1,0,0,,,,,,,,,
113170002,71,0,,0,0,0,1,0,0,0,0,0,0,0
113170003,45,0,,0,0,0,1,0,0,0,0,1,0,0
113170004,41,0,,0,0,0,1,0,0,0,0,0,0,0
113170005,49,1,,0,0,0,1,0,0,0,0,1,0,0
113170006,45,1,,0,1,0,1,0,0,0,0,0,0,1
113170007,22,0,,,,,,,,,,,,
113170008,27,1,,0,1,,,,,,,0,0,1
113171105,20,0,3,0,0,,,,,,,,,
113171106,17,0,2,0,0,,,,,,,,,
113171107,15,1,3,0,1,,,,,,,,,
113171109,20,1,2,0,1,,,,,,,,,
113174106,32,0,2,0,0,,,,,,,,,
113175101,26,1,,,,,,,,,,,,
113180002,78,0,,0,0,0,1,0,0,0,0,1,0,0
113180005,43,1,,0,1,,,,,,,0,0,1
113180006,37,1,,0,1,0,1,0,0,0,0,0,1,0
113180007,43,0,1,0,0,,,,,,,,,
113180008,19,1,2,0,1,,,,,,,,,
113181103,18,0,,0,0,,,,,,,,,
113181104,16,1,,0,0,,,,,,,,,
113183104,15,1,2,0,1,,,,,,,,,
113184202,35,0,,0,0,0,1,0,0,0,0,0,0,0
113190001,66,1,,0,0,0,1,0,0,0,0,0,0,0
113190003,39,1,,0,1,,,,,,,0,0,1
113190006,31,0,,0,0,,,,,,,0,0,0
113190007,20,0,2,0,0,,,,,,,,,
113190008,18,0,3,0,0,,,,,,,,,
113190009,32,0,,0,0,,,,,,,0,0,0
113194202,29,0,,0,0,,,,,,,0,0,0
113195101,28,1,,,,,,,,,,,,
113200002,81,0,,0,0,,,,,,,1,0,0
114010001,65,1,,0,1,0,0,0,0,0,1,0,0,1
114010002,57,0,,0,0,0,1,0,0,0,0,0,0,0
114010005,31,0,,0,0,0,1,0,0,0,0,0,0,0
114010006,25,0,3,0,0,0,0,0,0,0,1,1,0,0
114010007,21,1,3,0,1,,,,,,,,,
114020001,59,0,,0,0,,,,,,,,,
114020002,40,1,,0,1,,,,,,,0,0,1
114020003,39,0,,0,0,0,1,0,0,0,0,1,0,0
114020004,37,1,,0,1,,,,,,,0,0,1
114020005,30,0,,0,0,0,1,0,0,0,0,0,0,0
114020007,37,1,3,0,1,,,,,,,,,
114023101,42,1,,0,1,0,1,0,0,0,0,0,0,1
114024102,36,0,,0,0,,,,,,,0,0,0
114025102,19,0,2,0,0,,,,,,,,,
114030003,43,0,,0,0,,,,,,,1,0,0
114034103,19,1,3,0,0,,,,,,,,,
114040001,55,1,,,,,,,,,,,,
114040002,50,0,,0,0,0,1,0,0,0,0,0,0,0
114040003,29,0,,0,0,0,0,0,0,0,1,1,0,0
114040005,21,1,3,0,1,,,,,,,,,
114050001,59,1,,0,1,0,1,0,0,0,0,0,0,1
114050002,53,0,,0,0,0,1,0,0,0,0,0,0,0
114050003,33,0,,0,0,0,1,0,0,0,0,0,0,0
114050004,29,1,,0,1,,,,,,,0,0,1
114050005,24,1,3,0,1,0,1,0,0,0,0,0,1,0
114050006,19,1,3,0,1,,,,,,,,,
114050007,15,0,2,0,0,,,,,,,,,
114055102,30,0,3,,,,,,,,,,,
114060001,53,1,,0,0,,,,,,,1,0,0
114060002,52,0,,0,0,0,1,0,0,0,0,0,0,0
114060007,18,1,,0,1,,,,,,,,,
114060008,15,0,3,0,0,,,,,,,,,
114080004,27,0,3,0,0,,,,,,,,,
114080007,31,1,3,0,1,,,,,,,,,
114100001,79,1,,0,0,0,0,0,0,0,1,1,0,0
114100002,77,0,,0,0,0,1,0,0,0,0,1,0,0
114100003,39,0,,0,0,0,1,0,0,0,0,1,0,0
114100005,43,1,,,,0,1,0,0,0,0,,,
114103103,16,0,3,0,0,,,,,,,,,
114110001,56,1,,0,1,0,1,0,0,0,0,0,1,0
114110002,48,0,,0,1,0,1,0,0,0,0,0,1,0
114110003,30,1,,0,1,0,0,0,0,0,1,0,0,1
114110004,25,1,,0,1,,,,,,,0,1,0
114110005,18,1,1,0,0,,,,,,,,,
114120001,64,1,,0,0,0,1,0,0,0,0,0,0,0
114120002,56,0,,0,0,0,1,0,0,0,0,1,0,0
114120003,33,1,,0,1,0,0,0,0,0,1,0,0,1
114120004,29,0,,0,0,0,0,0,0,0,1,1,0,0
114120005,25,1,3,0,1,0,1,0,0,0,0,0,0,1
114140001,67,1,,0,1,,,,,,,0,1,0
114140002,41,0,,0,0,0,1,0,0,0,0,0,0,0
114140003,34,0,,0,0,0,1,0,0,0,0,0,0,0
114140004,33,0,,0,0,,,,,,,0,0,0
114140005,44,1,,0,1,0,1,0,0,0,0,0,0,1
114140006,19,0,3,0,0,,,,,,,,,
114140007,39,1,,0,1,0,1,0,0,0,0,0,0,1
114143104,15,1,2,0,0,,,,,,,,,
114144101,35,1,,0,1,,,,,,,0,0,1
114150002,54,0,,0,0,0,1,0,0,0,0,1,0,0
114150004,42,0,,0,0,0,1,0,0,0,0,1,0,0
114150005,40,1,,0,0,0,1,0,0,0,0,1,0,0
114150006,37,1,,0,1,0,1,0,0,0,0,0,0,1
114150007,23,1,3,0,0,0,1,0,0,0,0,0,0,0
114150009,20,1,3,0,0,,,,,,,,,
114150011,42,1,1,0,0,,,,,,,,,
114153102,39,0,,0,0,0,1,0,0,0,0,1,0,0
114160001,72,1,,0,0,,,,,,,1,0,0
114160003,39,0,,0,0,,,,,,,1,0,0
114160005,34,0,4,0,0,0,1,0,0,0,0,1,0,0
114160006,41,0,,0,0,0,1,0,0,0,0,1,0,0
114160009,16,0,3,0,0,,,,,,,,,
114160013,38,1,,,,,,,,,,,,
114160015,18,1,3,0,0,,,,,,,,,
114161105,36,1,4,,,0,1,0,0,0,0,,,
114170001,48,1,,0,1,0,0,0,0,0,1,0,0,1
114170002,42,0,4,0,0,0,0,0,0,0,1,0,0,0
114170003,25,1,3,0,1,,,,,,,0,0,1
114170004,22,0,4,0,0,,,,,,,,,
114170005,17,1,3,0,0,,,,,,,,,
114175102,24,0,3,0,0,,,,,,,,,
114175201,32,1,3,0,1,,,,,,,,,
114180001,70,1,,0,0,,,,,,,1,0,0
114180003,43,1,4,0,0,,,,,,,1,0,0
114180004,40,0,,1,0,,,,,,,1,0,0
114180005,38,1,4,0,1,,,,,,,0,0,1
114180010,52,0,,0,0,0,1,0,0,0,0,1,0,0
114180014,18,0,4,0,0,,,,,,,,,
114180015,49,1,1,0,1,,,,,,,,,
114184102,36,0,,0,0,,,,,,,1,0,0
114184202,30,0,,0,0,,,,,,,0,0,0
114185101,33,1,2,1,1,,,,,,,,,
114190003,53,0,,0,0,0,0,0,0,0,1,1,0,0
114190004,45,1,,0,1,0,1,0,0,0,0,0,0,1
114190005,45,0,,,,,,,,,,,,
114190006,43,1,,0,1,0,0,0,0,0,1,0,0,1
114190007,52,1,,0,1,0,1,0,0,0,0,0,0,1
114190009,29,1,4,0,0,,,,,,,0,0,0
114190010,21,1,4,0,1,,,,,,,,,
114190011,17,1,3,0,0,,,,,,,,,
114190012,19,1,4,0,1,,,,,,,,,
114190013,37,0,,0,0,0,1,0,0,0,0,0,0,0
114190016,38,0,1,0,0,,,,,,,,,
114195202,27,0,4,0,0,,,,,,,,,
114200001,61,1,,,,,,,,,,,,
114200002,54,0,,0,0,0,1,0,0,0,0,0,0,0
114200003,37,1,,0,1,0,1,0,0,0,0,0,0,1
114200004,35,0,,,,,,,,,,,,
114200005,24,0,4,0,0,,,,,,,,,
115010001,54,0,,0,0,0,1,0,0,0,0,1,0,0
115010002,29,0,4,0,0,,,,,,,1,0,0
115010003,24,0,3,0,0,0,1,0,0,0,0,1,0,0
115010004,20,1,2,0,1,,,,,,,,,
115014101,33,1,,0,1,,,,,,,0,0,1
115020001,54,1,,0,1,0,1,0,0,0,0,0,1,0
115020002,44,0,2,0,0,0,1,0,0,0,0,0,0,0
115020003,62,0,,0,0,0,1,0,0,0,0,1,0,0
115020004,29,0,3,0,0,,,,,,,,,
115020009,27,1,3,0,1,,,,,,,,,
115030002,34,1,,0,1,,,,,,,0,0,1
115030003,26,0,,0,0,0,1,0,0,0,0,0,0,0
115030004,35,1,,0,1,0,1,0,0,0,0,0,0,1
115035102,32,0,1,0,0,,,,,,,,,
115050001,52,1,,0,0,0,1,0,0,0,0,1,0,0
115050002,46,0,,0,0,0,1,0,0,0,0,0,0,0
115050003,26,1,3,0,1,,,,,,,0,0,1
115060003,64,0,,0,0,0,1,0,0,0,0,1,0,0
115070001,58,1,,0,0,0,1,0,0,0,0,0,0,0
115070002,53,0,,0,0,0,1,0,0,0,0,1,0,0
115070003,36,1,,0,1,0,1,0,0,0,0,0,0,1
115070004,27,1,,0,1,,,,,,,0,0,1
115070005,18,0,3,0,0,,,,,,,,,
115075102,21,0,,,,,,,,,,,,
115080001,58,1,,0,1,0,1,0,0,0,0,0,1,0
115080002,54,0,,0,0,0,1,0,0,0,0,0,0,0
115080003,36,0,,0,1,,,,,,,0,0,1
115080004,34,1,,,,,,,,,,,,
115080005,28,0,,0,0,,,,,,,0,0,0
115080007,18,0,3,0,0,,,,,,,,,
115085202,25,0,4,0,0,,,,,,,,,
115085301,26,1,2,0,1,,,,,,,,,
115090003,58,0,,0,0,0,1,0,0,0,0,1,0,0
115090004,61,1,,0,1,0,1,0,0,0,0,0,0,1
115090005,33,1,,0,1,0,1,0,0,0,0,0,1,0
115090006,27,0,,0,0,,,,,,,1,0,0
115090007,19,1,3,0,1,,,,,,,,,
115095101,33,1,3,0,1,,,,,,,,,
115100001,56,1,,0,1,0,0,0,1,0,0,0,1,0
115100002,47,0,,0,0,0,1,0,0,0,0,0,0,0
115100003,28,0,,0,0,,,,,,,1,0,0
115100004,25,0,,0,0,0,0,0,1,0,0,1,0,0
115100005,23,1,2,0,1,0,0,0,1,0,0,0,0,1
115100006,16,0,2,0,0,,,,,,,,,
115110001,61,1,,0,0,0,1,0,0,0,0,0,0,0
115110002,51,0,,0,0,0,1,0,0,0,0,1,0,0
115110004,32,0,,0,0,,,,,,,1,0,0
115110005,21,1,,,,,,,,,,,,
115110006,15,0,3,0,0,,,,,,,,,
115114101,40,1,,0,0,,,,,,,1,0,0
115120002,44,1,,0,1,0,1,0,0,0,0,0,0,1
115120003,42,0,,0,0,0,1,0,0,0,0,0,0,0
115120004,17,1,3,0,0,,,,,,,,,
115130001,91,1,,0,0,,,,,,,1,0,0
115130002,76,0,,0,0,,,,,,,1,0,0
115140002,71,0,,0,0,,,,,,,,,
115140003,45,1,,0,1,,,,,,,0,0,1
115140004,41,1,4,0,0,,,,,,,0,0,0
115140005,38,0,,0,0,0,1,0,0,0,0,1,0,0
115140006,16,1,3,0,0,,,,,,,,,
115140010,44,1,1,0,1,,,,,,,,,
115143104,42,0,,0,0,,,,,,,0,0,0
115145102,27,0,4,0,0,,,,,,,,,
115150003,38,0,,0,0,,,,,,,1,0,0
115150005,27,0,,0,0,,,,,,,,,
115150006,23,0,,0,0,,,,,,,,,
115150007,19,0,3,0,0,,,,,,,,,
115150008,49,1,,0,1,,,,,,,0,0,1
115150009,57,0,,0,1,,,,,,,,,
115150011,27,1,,0,1,,,,,,,,,
115160001,63,1,,0,1,,,,,,,,,
115160003,21,1,2,0,1,,,,,,,,,
115170001,56,1,,0,1,,,,,,,0,0,1
115170002,60,0,,0,0,0,1,0,0,0,0,0,0,0
115170003,36,1,,0,1,0,1,0,0,0,0,0,0,1
115170005,25,1,2,0,0,0,1,0,0,0,0,0,0,0
115170006,19,1,2,0,0,,,,,,,,,
115170008,26,0,3,0,0,,,,,,,,,
115180001,61,0,,0,0,0,1,0,0,0,0,1,0,0
115180002,32,1,,0,1,0,1,0,0,0,0,0,0,1
115180003,28,1,3,0,0,,,,,,,0,0,0
115180004,24,0,2,0,0,0,1,0,0,0,0,1,0,0
115180006,41,1,3,0,0,0,1,0,0,0,0,1,0,0
115180007,32,1,1,0,1,,,,,,,,,
115183103,38,0,4,0,0,0,1,0,0,0,0,1,0,0
115185102,22,0,3,0,0,,,,,,,,,
115190002,83,0,,0,0,,,,,,,1,0,0
115190003,54,1,,0,1,0,1,0,0,0,0,0,1,0
115190004,49,0,,0,0,0,1,0,0,0,0,1,0,0
115190011,48,1,,0,1,,,,,,,0,0,1
115190012,37,1,,,,,,,,,,,,
115190013,26,0,,0,0,0,0,0,1,0,0,0,0,0
115190015,45,0,,0,0,,,,,,,0,0,0
115190016,17,0,3,0,0,,,,,,,,,
115190017,25,0,,0,0,,,,,,,1,0,0
115190019,34,1,,0,1,,,,,,,0,0,1
115193302,35,0,,,,,,,,,,,,
115194101,29,1,,0,1,0,1,0,0,0,0,0,0,1
115200001,66,1,,0,0,0,1,0,0,0,0,1,0,0
115200002,66,0,,0,0,0,1,0,0,0,0,0,0,0
115200003,42,0,,0,0,,,,,,,1,0,0
115200004,35,1,,1,0,,,,,,,0,0,0
115200006,25,0,,0,1,,,,,,,0,1,0
115200007,18,1,3,0,0,,,,,,,,,
115200008,52,1,,0,1,,,,,,,0,0,1
115200009,26,1,,0,1,,,,,,,0,1,0
115220001,50,1,,0,1,0,1,0,0,0,0,0,0,1
115220002,53,0,,0,0,0,1,0,0,0,0,0,0,0
115220003,23,1,,0,0,,,,,,,1,0,0
115220005,39,1,1,0,0,,,,,,,,,
115220007,42,1,,0,1,,,,,,,0,0,1
115220008,20,1,2,0,0,,,,,,,,,
115224102,32,0,,0,0,,,,,,,0,0,0
115225102,33,0,1,0,0,,,,,,,,,
115225103,16,1,2,0,1,,,,,,,,,
115230001,53,1,,0,0,0,1,0,0,0,0,1,0,0
115230002,41,0,,0,0,0,1,0,0,0,0,1,0,0
115230003,23,1,2,0,0,0,1,0,0,0,0,1,0,0
115230004,19,0,2,0,0,,,,,,,,,
115235101,30,1,,0,0,,,,,,,,,
115240004,35,0,,0,0,0,1,0,0,0,0,1,0,0
115240005,39,1,,0,1,0,1,0,0,0,0,0,0,1
115240006,15,1,2,0,0,,,,,,,,,
115250002,59,0,,0,0,0,1,0,0,0,0,0,0,0
115250003,38,0,,0,0,0,1,0,0,0,0,1,0,0
115250004,35,0,,0,0,,,,,,,0,0,0
115250006,27,0,,0,0,,,,,,,1,0,0
115250007,26,1,,0,1,0,1,0,0,0,0,0,0,1
115250008,67,1,,0,1,0,1,0,0,0,0,0,0,1
115254101,49,1,,0,0,,,,,,,,,
115255101,32,1,2,0,1,,,,,,,,,
115260002,63,0,,0,0,0,1,0,0,0,0,0,0,0
115270002,56,0,,0,0,,,,,,,0,0,0
115270003,32,1,,0,1,0,1,0,0,0,0,0,0,1
115280001,58,1,,0,1,0,1,0,0,0,0,0,0,1
115280002,46,0,,0,1,0,1,0,0,0,0,0,1,0
115280004,28,1,,0,1,0,1,0,0,0,0,0,1,0
115280007,39,0,,0,0,0,1,0,0,0,0,0,0,0
115280011,16,1,,0,1,,,,,,,,,
115290002,52,1,,0,0,0,1,0,0,0,0,0,0,0
115290003,43,0,,0,0,0,1,0,0,0,0,1,0,0
115290005,22,1,1,0,1,,,,,,,,,
115290006,49,1,,0,1,0,1,0,0,0,0,0,0,1
115290007,43,0,,0,0,0,1,0,0,0,0,0,0,0
115290010,34,0,,0,0,0,0,0,0,0,1,1,0,0
115290011,18,0,3,0,0,,,,,,,,,
115290012,39,1,,,,,,,,,,,,
115293106,16,1,3,0,0,,,,,,,,,
115293203,17,0,3,0,0,,,,,,,,,
115300001,47,1,,0,1,0,1,0,0,0,0,0,0,1
115300002,48,0,4,0,0,0,1,0,0,0,0,0,0,0
115300003,22,1,4,0,0,0,1,0,0,0,0,1,0,0
115300008,16,0,3,0,0,,,,,,,,,
116010001,64,1,,0,1,0,1,0,0,0,0,0,0,1
116010002,55,0,,0,0,0,1,0,0,0,0,0,0,0
116010003,21,0,3,0,0,,,,,,,,,
116020003,31,0,,0,0,0,1,0,0,0,0,0,0,0
116040001,72,1,,0,1,,,,,,,,,
116040002,68,0,,0,0,0,1,0,0,0,0,0,0,0
116040003,28,0,,0,0,,,,,,,1,0,0
116050001,59,1,,0,1,0,1,0,0,0,0,0,1,0
116050002,51,0,,0,0,0,1,0,0,0,0,0,0,0
116050003,31,0,,0,0,,,,,,,1,0,0
116050004,23,0,,0,0,0,1,0,0,0,0,1,0,0
116060001,61,1,,0,0,0,1,0,0,0,0,1,0,0
116060002,59,0,,0,0,0,1,0,0,0,0,1,0,0
116060003,44,1,1,0,1,,,,,,,,,
116060005,39,1,,0,1,0,1,0,0,0,0,0,0,1
116060006,36,0,1,0,0,,,,,,,,,
116063106,32,0,,0,0,0,1,0,0,0,0,1,0,0
116065101,40,1,2,0,1,,,,,,,,,
116070001,72,1,,0,1,0,1,0,0,0,0,0,0,1
116070002,68,0,,0,0,0,1,0,0,0,0,1,0,0
116070003,38,1,,1,0,0,0,0,0,1,0,1,0,0
116070004,33,1,4,0,0,,,,,,,1,0,0
116070005,29,0,4,0,0,,,,,,,1,0,0
116072102,34,0,,1,0,0,0,0,0,1,0,1,0,0
116074102,27,0,4,0,0,,,,,,,,,
116075101,37,1,3,0,1,,,,,,,,,
116080002,48,0,,0,0,0,1,0,0,0,0,0,0,0
116080004,18,0,3,0,0,,,,,,,,,
116090002,51,0,,0,0,0,1,0,0,0,0,0,0,0
116090003,30,1,2,0,0,,,,,,,,,
116090005,19,1,2,0,1,,,,,,,,,
116095102,20,0,2,0,0,,,,,,,,,
116100002,42,0,,0,0,0,1,0,0,0,0,0,0,0
116100003,52,0,,0,0,0,1,0,0,0,0,1,0,0
116100004,51,1,,0,1,,,,,,,0,0,1
116100007,35,0,2,0,0,,,,,,,,,
116100008,15,1,2,0,0,,,,,,,,,
116101104,16,1,3,0,1,,,,,,,,,
116110001,62,1,,0,1,0,1,0,0,0,0,0,1,0
116110002,52,0,,0,0,0,1,0,0,0,0,0,0,0
116110003,33,0,,0,0,0,1,0,0,0,0,1,0,0
116110004,22,1,,0,1,,,,,,,0,0,1
116120001,55,0,,0,0,0,1,0,0,0,0,0,0,0
116120002,29,0,,0,0,0,1,0,0,0,0,1,0,0
116120003,26,0,,0,0,,,,,,,1,0,0
116120004,59,1,,0,0,0,0,0,1,0,0,1,0,0
116120005,19,1,3,0,0,,,,,,,,,
116124102,40,1,,,,,,,,,,,,
116130002,47,0,1,0,0,,,,,,,,,
116130004,22,1,3,0,1,,,,,,,,,
