pidlink,age,male,edu_level,rural,smoking,rural_no_migration,urban_no_migration,urban_to_rural_migration,rural_to_urban_migration,rural_to_rural_migration,urban_to_urban_migration,never_smoking,always_smoking,started_smoking
167030003,32,0,,1,0,1,0,0,0,0,0,0,0,0
167040001,63,1,,1,1,1,0,0,0,0,0,0,0,1
167040003,32,1,,1,1,1,0,0,0,0,0,0,1,0
167040004,31,0,,1,0,,,,,,,1,0,0
167050003,34,1,,0,1,,,,,,,0,0,1
167050004,42,0,,1,0,1,0,0,0,0,0,0,0,0
167050005,49,1,,1,0,1,0,0,0,0,0,1,0,0
167050006,15,0,2,0,0,,,,,,,,,
167054102,25,0,1,0,0,,,,,,,,,
167060001,73,1,,1,1,1,0,0,0,0,0,0,1,0
167060004,19,1,3,1,1,,,,,,,,,
167070002,77,0,,1,0,1,0,0,0,0,0,1,0,0
167070003,36,1,,1,1,,,,,,,0,0,1
167070004,32,0,,1,0,,,,,,,0,0,0
167080001,79,1,,1,1,,,,,,,,,
167080002,63,0,,1,0,1,0,0,0,0,0,1,0,0
167080003,24,1,1,1,1,,,,,,,,,
167090001,72,1,,1,1,1,0,0,0,0,0,0,0,1
167090002,67,0,,1,0,1,0,0,0,0,0,0,0,0
167090003,38,1,,1,1,,,,,,,0,0,1
167090005,32,0,,1,0,,,,,,,0,0,0
167090006,15,0,2,1,0,,,,,,,,,
167100002,77,0,,1,0,0,0,0,0,1,0,0,0,0
167100003,44,1,,1,1,1,0,0,0,0,0,0,0,1
167100004,33,1,,1,0,,,,,,,1,0,0
167100005,19,0,2,0,0,,,,,,,,,
167100006,37,0,,1,0,1,0,0,0,0,0,0,0,0
167100008,50,0,,1,0,,,,,,,,,
167102103,16,0,2,0,0,,,,,,,,,
167104103,31,0,,1,0,,,,,,,1,0,0
167110001,51,1,,1,1,1,0,0,0,0,0,0,0,1
167110002,46,0,,1,0,1,0,0,0,0,0,1,0,0
167110003,17,1,2,0,0,,,,,,,,,
167120001,65,1,,1,1,1,0,0,0,0,0,0,0,1
167120002,63,0,,1,0,1,0,0,0,0,0,0,0,0
167120004,23,1,3,1,1,,,,,,,0,0,1
167125102,21,0,3,1,0,,,,,,,,,
167130002,77,0,,1,1,,,,,,,0,0,1
167130004,45,0,1,1,0,,,,,,,,,
167130005,60,1,,1,1,,,,,,,,,
167140001,58,1,,1,0,0,0,0,0,1,0,1,0,0
167140002,59,0,,1,0,1,0,0,0,0,0,0,0,0
167140005,34,0,,1,0,,,,,,,1,0,0
167140006,30,0,,1,0,,,,,,,1,0,0
167140007,35,0,,1,0,1,0,0,0,0,0,1,0,0
167144103,37,1,1,1,1,,,,,,,,,
167144203,34,1,1,1,0,,,,,,,,,
167150003,37,0,,1,0,1,0,0,0,0,0,1,0,0
167150004,18,1,3,,,,,,,,,,,
167150006,43,1,,1,1,1,0,0,0,0,0,0,0,1
167160001,62,1,,1,1,1,0,0,0,0,0,0,1,0
167160002,57,0,,1,0,1,0,0,0,0,0,0,0,0
167160003,32,1,,1,1,,,,,,,0,0,1
167164102,24,0,,1,0,,,,,,,0,0,0
167170001,80,1,,1,0,1,0,0,0,0,0,0,0,0
167170003,51,0,,1,0,1,0,0,0,0,0,0,0,0
167170006,36,0,2,1,0,,,,,,,,,
167171101,41,1,,1,1,1,0,0,0,0,0,0,0,1
167180001,72,1,,1,0,1,0,0,0,0,0,0,0,0
167180003,43,1,,1,0,1,0,0,0,0,0,0,0,0
167180004,42,0,,1,0,1,0,0,0,0,0,1,0,0
167180005,37,1,,1,1,,,,,,,0,0,1
167180008,22,0,2,1,0,,,,,,,1,0,0
167180009,33,0,,1,0,,,,,,,0,0,0
167183103,15,0,2,0,0,,,,,,,,,
167185101,29,1,2,1,1,,,,,,,,,
167190001,56,1,,1,1,1,0,0,0,0,0,0,1,0
167190002,50,0,,1,0,1,0,0,0,0,0,0,0,0
167190003,32,1,,1,1,,,,,,,0,0,1
167190004,27,0,,1,0,1,0,0,0,0,0,0,0,0
167190005,24,0,,1,0,,,,,,,1,0,0
167200001,59,1,,1,1,1,0,0,0,0,0,0,0,1
167200002,59,0,,1,0,1,0,0,0,0,0,0,0,0
167200003,37,0,2,1,0,,,,,,,,,
167200004,35,1,,0,0,,,,,,,1,0,0
167200005,32,1,2,1,1,,,,,,,,,
167200006,25,0,4,1,0,,,,,,,1,0,0
167203101,45,1,,1,1,0,0,0,0,1,0,0,0,1
167203103,15,1,2,1,0,,,,,,,,,
167205102,32,0,4,0,0,,,,,,,,,
167205202,23,0,2,1,0,,,,,,,,,
167205301,26,1,2,1,1,,,,,,,,,
167210002,68,0,,1,0,1,0,0,0,0,0,0,0,0
167210003,37,0,,1,0,1,0,0,0,0,0,0,0,0
167210004,32,1,,1,1,1,0,0,0,0,0,0,0,1
167210005,28,1,,1,1,0,0,0,0,1,0,0,1,0
167210008,23,0,3,1,0,,,,,,,,,
167213103,42,1,,1,0,1,0,0,0,0,0,1,0,0
167220001,61,1,,1,1,1,0,0,0,0,0,0,0,1
167220003,35,0,,1,0,,,,,,,1,0,0
167220004,35,1,,1,1,,,,,,,0,0,1
167220005,32,0,,0,0,,,,,,,0,0,0
167220006,28,1,2,1,1,0,0,0,0,1,0,0,1,0
167220007,26,1,3,0,1,,,,,,,0,1,0
167220008,23,0,,1,0,0,0,1,0,0,0,1,0,0
167223105,32,1,3,1,0,,,,,,,,,
167225103,38,1,1,1,1,,,,,,,,,
167225202,29,0,2,1,0,,,,,,,,,
167225301,35,1,1,0,0,,,,,,,,,
167230001,74,1,,1,1,1,0,0,0,0,0,0,0,1
167240002,87,0,,1,0,1,0,0,0,0,0,1,0,0
167240003,42,1,,1,0,1,0,0,0,0,0,1,0,0
167240004,41,0,,1,0,1,0,0,0,0,0,1,0,0
167240006,20,0,1,1,0,,,,,,,,,
167240007,19,1,2,1,1,,,,,,,,,
167250003,47,1,,1,1,1,0,0,0,0,0,0,0,1
167250004,45,0,,1,0,1,0,0,0,0,0,0,0,0
167250006,24,0,,1,0,0,0,0,0,1,0,1,0,0
167260001,72,1,,1,1,1,0,0,0,0,0,0,0,1
167260002,66,0,,1,0,1,0,0,0,0,0,0,0,0
167260005,19,1,3,1,0,,,,,,,,,
167260007,37,1,,1,1,1,0,0,0,0,0,0,0,1
167270001,52,1,,1,1,1,0,0,0,0,0,0,0,1
167270002,49,0,1,1,0,,,,,,,,,
167270003,31,1,,1,1,,,,,,,0,1,0
167270004,28,1,,1,1,1,0,0,0,0,0,0,1,0
167270005,22,1,3,1,1,1,0,0,0,0,0,0,1,0
167270007,83,1,,1,0,,,,,,,,,
167280002,56,0,,1,0,0,0,0,0,1,0,0,0,0
167280003,26,1,,1,1,1,0,0,0,0,0,0,0,1
167280004,15,0,1,1,0,,,,,,,,,
167284101,64,1,,1,1,,,,,,,0,0,1
167290001,67,1,,1,1,1,0,0,0,0,0,0,1,0
167290002,54,0,,1,0,1,0,0,0,0,0,0,0,0
167290003,33,0,,1,0,1,0,0,0,0,0,0,0,0
167290005,27,0,1,1,0,,,,,,,,,
167290006,25,1,,0,1,,,,,,,0,0,1
167290007,20,0,2,0,0,,,,,,,,,
167290008,17,1,2,0,1,,,,,,,,,
167300001,63,1,,1,1,,,,,,,0,0,1
167300002,44,1,,1,1,,,,,,,0,1,0
167300003,35,0,,1,0,,,,,,,0,0,0
167300004,62,0,,1,0,,,,,,,,,
167300005,17,0,3,1,0,,,,,,,,,
167300006,37,0,,1,0,1,0,0,0,0,0,0,0,0
167304103,35,1,2,1,0,,,,,,,,,
168010001,61,1,,1,1,1,0,0,0,0,0,0,0,1
168010004,34,0,,0,0,,,,,,,1,0,0
168010005,27,0,,1,0,,,,,,,1,0,0
168010006,23,0,,1,0,0,0,0,0,1,0,0,0,0
168010007,35,1,,1,1,1,0,0,0,0,0,0,0,1
168010008,17,1,1,1,1,,,,,,,,,
168010011,32,1,2,1,1,,,,,,,,,
168011101,45,0,,1,1,1,0,0,0,0,0,0,1,0
168013107,32,0,1,1,0,,,,,,,,,
168014101,32,1,,1,1,,,,,,,0,0,1
168020001,87,1,,1,1,1,0,0,0,0,0,0,1,0
168020003,50,0,,1,0,1,0,0,0,0,0,0,0,0
168020006,20,0,2,1,0,,,,,,,,,
168030004,42,1,,1,1,,,,,,,0,0,1
168040002,82,0,,1,0,,,,,,,,,
168040003,42,0,,1,0,0,0,0,0,1,0,1,0,0
168040005,39,1,,1,1,1,0,0,0,0,0,0,0,1
168050002,74,0,,1,1,1,0,0,0,0,0,0,1,0
168050005,22,0,1,0,0,,,,,,,,,
168060001,68,1,,1,1,1,0,0,0,0,0,0,1,0
168060002,67,0,,1,0,1,0,0,0,0,0,0,0,0
168060004,39,1,,1,1,,,,,,,0,0,1
168060005,36,1,,1,1,,,,,,,0,0,1
168060006,33,1,,1,1,,,,,,,0,0,1
168060007,19,0,2,1,0,,,,,,,,,
168064108,33,0,1,1,0,,,,,,,,,
168064202,33,0,,1,0,,,,,,,0,0,0
168064302,36,0,,1,0,,,,,,,0,0,0
168070001,49,1,,1,0,1,0,0,0,0,0,1,0,0
168070002,45,0,,1,0,1,0,0,0,0,0,1,0,0
168070003,24,0,4,1,0,0,0,0,0,1,0,1,0,0
168070004,17,0,,1,0,,,,,,,,,
168090002,57,0,,1,0,1,0,0,0,0,0,0,0,0
168090003,34,0,,1,0,,,,,,,1,0,0
168090004,20,1,2,1,1,,,,,,,,,
168094101,44,1,,1,1,,,,,,,0,0,1
168100001,70,1,,1,1,1,0,0,0,0,0,0,1,0
168100002,71,0,,1,1,1,0,0,0,0,0,0,1,0
168100003,41,0,,0,0,,,,,,,0,0,0
168100004,39,0,,1,0,1,0,0,0,0,0,1,0,0
168100005,32,0,,1,0,1,0,0,0,0,0,0,0,0
168100006,41,1,,1,1,1,0,0,0,0,0,0,0,1
168101103,20,1,2,1,1,,,,,,,,,
168101104,15,1,2,1,0,,,,,,,,,
168103110,33,1,,1,1,1,0,0,0,0,0,0,0,1
168105101,39,1,1,0,1,,,,,,,,,
168110001,42,1,,1,1,1,0,0,0,0,0,0,1,0
168110002,39,0,,1,0,1,0,0,0,0,0,1,0,0
168110003,22,1,,1,1,1,0,0,0,0,0,0,0,1
168110004,15,0,2,1,0,,,,,,,,,
168120003,48,1,,1,1,0,0,0,0,1,0,0,1,0
168120004,31,1,,1,1,0,0,0,0,1,0,0,0,1
168120005,39,0,,1,0,1,0,0,0,0,0,0,0,0
168120006,53,1,,1,1,0,0,0,0,1,0,0,1,0
168120007,41,0,,1,0,1,0,0,0,0,0,0,0,0
168121103,19,1,2,1,1,,,,,,,,,
168121106,15,1,2,1,0,,,,,,,,,
168130002,44,0,,1,0,1,0,0,0,0,0,1,0,0
168130003,27,0,,0,0,,,,,,,0,0,0
168130004,23,1,3,1,1,0,0,0,0,1,0,0,0,1
168130005,21,0,2,1,0,,,,,,,,,
168130006,24,1,2,1,1,,,,,,,,,
168134102,32,1,3,0,1,,,,,,,,,
168140001,50,1,,1,1,,,,,,,,,
168140002,47,0,1,1,0,,,,,,,,,
168140007,19,0,3,1,0,,,,,,,,,
168140008,16,1,2,1,0,,,,,,,,,
168150002,67,1,,1,1,0,0,0,0,1,0,0,0,1
168150003,57,0,,1,1,1,0,0,0,0,0,0,1,0
168160001,53,1,,1,1,0,0,0,0,1,0,0,1,0
168160003,29,0,1,1,0,,,,,,,,,
168160004,37,0,,1,0,1,0,0,0,0,0,0,0,0
168165101,28,1,1,1,1,,,,,,,,,
168170003,45,1,,1,1,0,0,0,0,1,0,0,0,1
168170004,39,0,,1,0,0,0,0,0,1,0,0,0,0
168170005,17,0,3,1,0,,,,,,,,,
168180002,71,0,,1,0,1,0,0,0,0,0,1,0,0
168180003,43,1,,0,1,0,0,0,1,0,0,0,1,0
168180004,39,0,,1,0,1,0,0,0,0,0,1,0,0
168180005,44,0,,1,0,0,0,0,0,1,0,1,0,0
168180007,45,1,1,1,1,,,,,,,,,
168180008,39,1,,1,1,1,0,0,0,0,0,0,0,1
168184102,32,0,,1,0,,,,,,,0,0,0
168190001,90,1,,1,1,1,0,0,0,0,0,0,0,1
168190002,67,0,,1,0,1,0,0,0,0,0,0,0,0
168190003,39,1,,1,1,1,0,0,0,0,0,0,0,1
168190004,36,1,1,1,1,,,,,,,,,
168190006,29,1,,1,1,,,,,,,0,1,0
168190007,28,1,,1,1,0,0,0,0,1,0,0,1,0
168190008,15,0,3,1,0,,,,,,,,,
168190009,42,0,,1,0,,,,,,,0,0,0
168190012,22,0,2,1,0,,,,,,,,,
168194101,48,1,,1,1,,,,,,,0,0,1
168195102,22,0,2,1,0,,,,,,,,,
168200003,44,1,,1,1,1,0,0,0,0,0,0,1,0
168200004,49,0,,1,0,1,0,0,0,0,0,1,0,0
168200008,25,0,,1,0,,,,,,,1,0,0
168200009,22,1,,0,1,,,,,,,0,0,1
168200010,37,0,,1,0,1,0,0,0,0,0,0,0,0
168210002,47,0,1,1,0,,,,,,,,,
168210005,47,1,1,1,1,,,,,,,,,
168220003,43,0,,1,0,,,,,,,1,0,0
168220004,45,1,,1,1,1,0,0,0,0,0,0,0,1
168220005,24,1,,0,1,,,,,,,0,1,0
168220006,19,0,3,1,0,,,,,,,,,
168225204,20,1,2,1,1,,,,,,,,,
168230002,77,0,,1,0,1,0,0,0,0,0,0,0,0
168230003,34,1,,1,1,0,0,0,0,1,0,0,0,1
168230004,27,0,1,1,0,,,,,,,,,
168240001,43,0,,1,0,1,0,0,0,0,0,0,0,0
168240002,26,0,,1,0,0,0,0,0,1,0,1,0,0
168240003,22,0,,1,0,,,,,,,1,0,0
168240004,47,1,,1,1,1,0,0,0,0,0,0,0,1
168240005,16,0,,1,0,,,,,,,,,
168245101,38,1,1,1,1,,,,,,,,,
168250001,49,1,,1,0,1,0,0,0,0,0,0,0,0
168250002,44,0,,1,0,1,0,0,0,0,0,1,0,0
168250003,26,1,,,,,,,,,,,,
168250004,22,1,4,1,0,1,0,0,0,0,0,1,0,0
168260001,55,1,,1,1,1,0,0,0,0,0,0,0,1
168260002,54,0,,1,0,1,0,0,0,0,0,0,0,0
168260003,28,1,,0,1,,,,,,,0,0,1
168260004,25,0,,0,0,,,,,,,1,0,0
168260005,23,0,2,0,0,,,,,,,0,0,0
168260006,22,1,3,1,0,0,0,0,0,1,0,1,0,0
168260007,20,0,3,1,0,,,,,,,,,
168264101,34,1,,0,1,,,,,,,0,0,1
168265102,27,0,3,0,0,,,,,,,,,
168270001,50,1,,1,1,1,0,0,0,0,0,0,1,0
168270002,44,0,,1,0,1,0,0,0,0,0,0,0,0
168270003,23,0,,1,0,,,,,,,1,0,0
168270004,15,1,3,1,1,,,,,,,,,
168280001,65,0,,1,0,1,0,0,0,0,0,1,0,0
168280002,33,0,,1,0,,,,,,,0,0,0
168280003,36,0,,0,0,0,0,0,0,0,1,0,0,0
168280004,25,1,,1,1,0,0,0,0,1,0,0,0,1
168280005,26,0,,0,0,0,1,0,0,0,0,0,0,0
168280008,65,1,,1,1,1,0,0,0,0,0,0,0,1
168280009,22,0,1,1,0,,,,,,,,,
168281104,17,0,2,0,0,,,,,,,,,
168283106,29,1,,0,1,0,1,0,0,0,0,0,0,1
168284101,38,1,,1,1,,,,,,,0,0,1
168290001,65,1,,1,0,1,0,0,0,0,0,0,0,0
168290002,59,0,,1,0,1,0,0,0,0,0,0,0,0
168290003,32,1,,1,0,,,,,,,1,0,0
168290006,16,0,3,1,0,,,,,,,,,
168290007,15,0,2,1,0,,,,,,,,,
168295102,29,0,3,1,0,,,,,,,,,
168300001,48,1,2,1,1,1,0,0,0,0,0,0,0,1
168300002,46,0,,1,0,0,0,0,0,1,0,0,0,0
168300003,30,0,,1,0,,,,,,,1,0,0
168300004,23,0,4,1,0,1,0,0,0,0,0,1,0,0
168305101,30,1,3,1,1,,,,,,,,,
169010002,86,0,,1,0,,,,,,,1,0,0
169010003,38,1,,0,1,,,,,,,0,0,1
169010007,32,0,1,1,0,,,,,,,,,
169020002,42,1,,1,1,1,0,0,0,0,0,0,0,1
169020003,29,1,,1,1,,,,,,,0,0,1
169020004,36,0,,1,0,1,0,0,0,0,0,0,0,0
169020005,15,1,2,1,0,,,,,,,,,
169030001,63,1,,1,1,1,0,0,0,0,0,0,1,0
169030002,62,0,,1,0,1,0,0,0,0,0,0,0,0
169030003,42,1,,1,1,,,,,,,0,0,1
169030004,38,1,,1,1,,,,,,,0,1,0
169034102,54,0,,1,0,,,,,,,0,0,0
169034103,20,1,1,1,1,,,,,,,,,
169034104,22,0,1,1,0,,,,,,,,,
169035102,41,0,1,1,0,,,,,,,,,
169040001,56,1,,1,0,0,0,0,0,1,0,1,0,0
169040003,32,1,,1,1,,,,,,,0,0,1
169040004,29,0,,1,0,,,,,,,1,0,0
169040005,25,1,,1,1,1,0,0,0,0,0,0,1,0
169040006,20,1,3,1,1,,,,,,,,,
169040007,53,0,,0,0,,,,,,,0,0,0
169044101,34,1,,1,1,,,,,,,0,0,1
169045102,31,0,1,1,0,,,,,,,,,
169050001,49,1,,1,1,1,0,0,0,0,0,0,1,0
169050002,47,0,,1,1,1,0,0,0,0,0,0,1,0
169050003,28,0,,0,0,,,,,,,0,0,0
169055101,32,1,,0,1,,,,,,,,,
169060001,67,1,,1,1,1,0,0,0,0,0,0,1,0
169060002,64,0,,1,0,1,0,0,0,0,0,0,0,0
169060003,33,1,3,1,1,0,0,0,0,1,0,0,0,1
169060004,31,0,3,1,0,1,0,0,0,0,0,1,0,0
169060005,29,0,,1,0,1,0,0,0,0,0,0,0,0
169063101,43,1,,1,0,1,0,0,0,0,0,1,0,0
169070001,55,1,,1,1,1,0,0,0,0,0,0,0,1
169070002,50,0,,1,0,1,0,0,0,0,0,0,0,0
169070003,33,0,,1,0,1,0,0,0,0,0,0,0,0
169070005,29,1,,1,1,,,,,,,0,0,1
169070008,20,1,1,1,0,,,,,,,,,
169073101,35,1,,1,1,1,0,0,0,0,0,0,0,1
169074102,21,0,1,1,0,,,,,,,,,
169080001,54,1,,1,1,1,0,0,0,0,0,0,1,0
169080002,53,0,,1,0,1,0,0,0,0,0,0,0,0
169080003,29,0,,1,0,1,0,0,0,0,0,1,0,0
169080004,24,1,,1,0,1,0,0,0,0,0,1,0,0
169080005,21,1,1,1,1,,,,,,,,,
169080006,18,1,3,1,1,,,,,,,,,
169090001,60,1,,1,1,1,0,0,0,0,0,0,0,1
169090002,51,0,,1,0,1,0,0,0,0,0,0,0,0
169090004,29,1,,1,1,,,,,,,0,0,1
169090005,25,0,,1,0,,,,,,,0,0,0
169090006,23,0,1,0,0,,,,,,,,,
169090007,20,1,1,1,1,,,,,,,,,
169090009,18,0,2,1,0,,,,,,,,,
169094103,22,0,1,1,0,,,,,,,,,
169095101,28,1,1,0,1,,,,,,,,,
169100001,46,1,,1,1,1,0,0,0,0,0,0,1,0
169100002,41,0,,1,0,1,0,0,0,0,0,0,0,0
169100003,22,1,,1,1,0,0,0,0,1,0,0,0,1
169100005,16,1,2,1,0,,,,,,,,,
169110001,53,1,,1,1,1,0,0,0,0,0,0,1,0
169110002,45,0,,1,0,0,0,0,0,1,0,0,0,0
169110003,26,0,4,1,0,0,0,0,0,1,0,1,0,0
169110004,23,1,3,1,1,1,0,0,0,0,0,0,0,1
169120002,77,0,,1,0,0,0,0,0,1,0,1,0,0
169120003,36,1,,1,1,1,0,0,0,0,0,0,0,1
169120004,38,0,1,1,0,,,,,,,,,
169120006,33,0,,1,0,1,0,0,0,0,0,0,0,0
169123101,51,1,,1,0,,,,,,,,,
169130001,57,1,,1,1,1,0,0,0,0,0,0,0,1
169130002,51,0,,0,0,,,,,,,0,0,0
169130003,32,1,1,1,1,,,,,,,,,
169130004,29,1,,0,1,,,,,,,0,1,0
169130006,78,1,,1,1,1,0,0,0,0,0,0,0,1
169130011,35,1,1,1,1,,,,,,,,,
169130012,31,0,2,1,0,,,,,,,,,
169135102,28,0,1,0,0,,,,,,,,,
169140003,34,1,,1,1,1,0,0,0,0,0,0,0,1
169140005,20,1,1,0,1,,,,,,,,,
169140006,18,1,1,0,1,,,,,,,,,
169140008,31,0,2,1,0,,,,,,,,,
169150001,53,1,,1,1,1,0,0,0,0,0,0,1,0
169150002,51,0,,1,0,1,0,0,0,0,0,0,0,0
169150003,31,1,4,1,1,,,,,,,0,0,1
169150004,27,1,4,0,1,,,,,,,0,0,1
169150005,23,1,4,1,1,1,0,0,0,0,0,0,1,0
169150006,20,0,4,0,0,,,,,,,,,
169154102,24,0,3,1,0,,,,,,,,,
169160001,53,1,,1,1,1,0,0,0,0,0,0,1,0
169160002,44,0,,1,0,1,0,0,0,0,0,0,0,0
169160005,19,1,2,1,1,,,,,,,,,
169170001,67,1,,1,1,1,0,0,0,0,0,0,1,0
169170003,36,1,,1,1,,,,,,,0,0,1
169170004,33,1,,1,1,0,0,0,0,1,0,0,1,0
169170005,27,0,,1,0,,,,,,,1,0,0
169170006,55,0,,1,0,1,0,0,0,0,0,0,0,0
169174102,31,0,,1,0,,,,,,,0,0,0
169174201,35,1,,1,1,,,,,,,0,0,1
169180006,23,1,,1,1,,,,,,,0,1,0
169183101,36,1,,0,1,0,0,0,1,0,0,0,0,1
169184006,16,0,2,1,0,,,,,,,,,
169190001,54,1,,1,1,0,0,0,0,1,0,0,1,0
169190002,53,0,,1,0,1,0,0,0,0,0,0,0,0
169190003,32,1,,0,1,,,,,,,0,0,1
169190004,27,0,1,1,0,,,,,,,,,
169190005,21,0,1,1,0,,,,,,,,,
169190006,19,1,1,1,1,,,,,,,,,
169194102,31,0,1,0,0,,,,,,,,,
169195101,30,1,1,1,1,,,,,,,,,
169195201,27,1,,,,,,,,,,,,
169200001,55,1,,1,0,1,0,0,0,0,0,0,0,0
169200002,51,0,,1,0,1,0,0,0,0,0,1,0,0
169200003,31,1,,1,0,0,0,0,0,1,0,0,0,0
169200004,26,0,,1,0,,,,,,,1,0,0
169200005,21,0,1,1,0,,,,,,,,,
169203102,27,0,2,1,0,,,,,,,,,
169204101,36,1,,1,1,,,,,,,0,0,1
169210001,57,1,,1,0,1,0,0,0,0,0,0,0,0
169210002,52,0,,1,0,1,0,0,0,0,0,1,0,0
169210003,32,0,,0,0,,,,,,,1,0,0
169210004,28,0,,1,0,,,,,,,1,0,0
169210005,21,0,2,1,0,,,,,,,,,
169210006,15,1,3,1,1,,,,,,,,,
169214101,41,1,3,0,1,,,,,,,,,
169214201,33,1,,1,1,,,,,,,0,0,1
169220001,75,1,,1,1,1,0,0,0,0,0,0,1,0
169220003,37,1,,1,1,,,,,,,0,0,1
169220004,34,1,,1,1,1,0,0,0,0,0,0,1,0
169220005,33,0,,1,0,,,,,,,0,0,0
169220006,25,0,,1,0,1,0,0,0,0,0,0,0,0
169223102,44,0,,1,0,1,0,0,0,0,0,1,0,0
169223105,15,0,2,1,0,,,,,,,,,
169230001,41,1,,1,1,1,0,0,0,0,0,0,0,1
169230002,90,0,,1,0,,,,,,,0,0,0
169230003,62,0,,1,0,,,,,,,0,0,0
169230005,39,0,2,1,0,,,,,,,,,
169230006,18,1,2,1,1,,,,,,,,,
169240002,44,0,,1,0,1,0,0,0,0,0,0,0,0
169240003,50,1,,1,0,0,0,0,0,1,0,1,0,0
169240004,22,1,2,1,1,0,0,0,0,1,0,0,0,1
169240005,19,1,2,1,1,,,,,,,,,
169250001,54,1,,1,1,1,0,0,0,0,0,0,0,1
169250002,51,0,,1,0,0,0,0,0,1,0,1,0,0
169250003,32,0,,1,0,1,0,0,0,0,0,1,0,0
169250004,30,0,,1,0,,,,,,,1,0,0
169250005,27,0,,1,0,,,,,,,0,0,0
169250008,69,1,,1,1,,,,,,,,,
169251102,57,0,,,,1,0,0,0,0,0,,,
169251103,44,1,,,,,,,,,,,,
169253101,35,1,,1,1,1,0,0,0,0,0,0,0,1
169253103,16,0,3,1,0,,,,,,,,,
169254101,38,1,,1,1,,,,,,,0,0,1
169254203,32,1,2,1,1,,,,,,,,,
169270002,71,0,,1,0,0,0,0,0,1,0,1,0,0
169270003,48,1,,1,1,1,0,0,0,0,0,0,1,0
169270004,41,0,,1,0,1,0,0,0,0,0,0,0,0
169270006,16,0,1,0,0,,,,,,,,,
169274101,50,1,,1,1,,,,,,,0,1,0
169280001,76,1,,1,1,1,0,0,0,0,0,0,1,0
169280002,67,0,,1,0,1,0,0,0,0,0,0,0,0
169280005,34,0,,1,0,,,,,,,0,0,0
169290003,25,0,,1,0,0,0,0,0,1,0,1,0,0
169290004,24,0,,1,0,,,,,,,1,0,0
169290008,31,1,2,1,1,,,,,,,,,
169294202,31,1,1,1,1,,,,,,,,,
169300001,84,1,,1,1,1,0,0,0,0,0,0,0,1
169300002,71,0,,1,0,1,0,0,0,0,0,0,0,0
169300003,44,1,,1,0,1,0,0,0,0,0,0,0,0
169300004,39,0,,1,0,1,0,0,0,0,0,0,0,0
169300005,31,1,,1,1,1,0,0,0,0,0,0,0,1
169300006,28,0,,1,0,,,,,,,1,0,0
169301103,20,0,3,1,0,,,,,,,,,
169301104,16,1,2,0,1,,,,,,,,,
169304101,35,1,,1,1,,,,,,,0,0,1
170010001,62,1,,0,0,0,0,0,0,0,1,0,0,0
170010002,55,0,,0,0,0,0,0,0,0,1,1,0,0
170010003,35,1,,0,1,,,,,,,0,0,1
170010004,33,0,,0,0,0,0,0,0,0,1,0,0,0
170010005,32,0,,0,0,,,,,,,1,0,0
170013101,40,1,,0,0,0,1,0,0,0,0,1,0,0
170014102,32,0,,0,0,,,,,,,1,0,0
170014201,45,1,,0,1,,,,,,,0,0,1
170040001,55,1,,0,1,0,1,0,0,0,0,0,0,1
170040002,49,0,,0,0,0,1,0,0,0,0,0,0,0
170040003,28,0,,0,0,,,,,,,1,0,0
170040004,25,0,3,0,0,0,1,0,0,0,0,1,0,0
170040006,28,1,3,0,1,,,,,,,,,
170044101,34,1,,0,1,,,,,,,0,0,1
170070002,71,0,,0,0,0,1,0,0,0,0,0,0,0
170070003,47,0,,0,0,,,,,,,1,0,0
170070004,46,1,,0,1,,,,,,,0,0,1
170070005,39,0,,0,0,0,1,0,0,0,0,0,0,0
170070008,41,0,,0,0,0,1,0,0,0,0,1,0,0
170070009,20,0,3,0,0,,,,,,,,,
170070010,17,1,2,0,0,,,,,,,,,
170070011,32,0,,0,0,,,,,,,0,0,0
170071106,16,1,3,0,1,,,,,,,,,
170071107,16,1,2,0,0,,,,,,,,,
170072104,42,1,,0,1,0,1,0,0,0,0,0,0,1
170073101,38,1,,0,0,0,1,0,0,0,0,1,0,0
170080002,84,0,,0,0,0,1,0,0,0,0,1,0,0
170080003,47,1,,0,1,0,0,0,0,0,1,0,0,1
170080004,46,0,,0,0,0,1,0,0,0,0,0,0,0
170080005,41,1,,0,1,,,,,,,0,0,1
170080006,28,1,4,0,1,,,,,,,0,0,1
170080007,24,0,4,0,0,0,1,0,0,0,0,0,0,0
170080008,36,0,,0,0,,,,,,,0,0,0
170081105,16,1,3,0,0,,,,,,,,,
170120002,59,0,,,,,,,,,,,,
170120003,36,0,,0,0,,,,,,,1,0,0
170120004,35,0,,,,,,,,,,,,
170124201,43,1,,0,0,,,,,,,1,0,0
170124203,15,1,2,0,0,,,,,,,,,
170124301,43,1,,,,,,,,,,,,
170140003,35,0,,,,,,,,,,,,
170140004,33,0,,0,0,0,1,0,0,0,0,1,0,0
170140005,86,1,,0,1,0,1,0,0,0,0,0,0,1
170140006,42,1,4,0,0,,,,,,,,,
170144101,32,1,,,,,,,,,,,,
170150002,66,0,,0,0,,,,,,,,,
170150003,39,1,,0,0,0,1,0,0,0,0,0,0,0
170150004,37,1,3,0,0,,,,,,,,,
170150006,25,1,3,0,0,,,,,,,,,
170153106,39,0,,0,0,0,1,0,0,0,0,1,0,0
170155102,35,0,2,0,0,,,,,,,,,
